Program,cpu-cycles_mean,cpu-cycles_std_dev,cpu-cycles_ic_low,cpu-cycles_ic_high,instructions_mean,instructions_std_dev,instructions_ic_low,instructions_ic_high,cache-references_mean,cache-references_std_dev,cache-references_ic_low,cache-references_ic_high,cache-misses_mean,cache-misses_std_dev,cache-misses_ic_low,cache-misses_ic_high
array9_5,6124906.566666666,122228.35151351843,6078485.508708836,6171327.624624497,13158683.266666668,1.0624918300339483,13158682.86314331,13158683.670190025,14008.933333333332,1756.8197770086972,13341.711435302866,14676.155231363799,5697.833333333333,1059.7779667878026,5295.340672592114,6100.325994074552
array9_6,1859726.4,395337.4053859648,1709581.3609720396,2009871.4390279602,3663655.8,1.1075498483890769,3663655.3793640747,3663656.220635925,12456.266666666666,1759.5923378883972,11787.991778820871,13124.541554512462,5707.433333333333,629.6798489885334,5468.28746903243,5946.579197634237
array9_7,6038704.633333334,332440.0851262759,5912447.343039712,6164961.923626956,12577444.266666668,1.0934146311237816,12577443.851399152,12577444.681934183,14112.933333333332,2793.464323897638,13052.004607084056,15173.862059582609,5833.033333333334,688.2091001690951,5571.658667550305,6094.407999116363
array9_8,324504.3333333333,46035.37053493638,307020.5779095668,341988.0887570998,128593.96666666666,1.168569876197207,128593.52285596907,128594.41047736425,11560.033333333333,1100.069770009561,11142.23826435849,11977.828402308176,5536.8,939.1041617768855,5180.1379966065915,5893.462003393409
array9_9,5711736.466666667,240880.80277040668,5620252.440515032,5803220.492818302,12123088.233333332,1.1455226851626388,12123087.798275718,12123088.668390946,13315.866666666667,1372.5285117459512,12794.594598414255,13837.138734919079,5873.966666666666,633.6720225970389,5633.304616307753,6114.628717025579
array9_10,5756927.7,212212.51709283472,5676331.590886525,5837523.8091134755,12123088.3,1.2151817422372122,12123087.8384866,12123088.7615134,13667.6,1975.4419522392113,12917.347671291423,14417.852328708577,5685.666666666667,432.1759929576016,5521.530714830245,5849.8026185030885
array9_11,308062.76666666666,31392.26825263755,296140.30934855173,319985.2239847816,129241.96666666666,0.9480975102218594,129241.60658908296,129242.32674425036,11702.7,870.3572121069984,11372.147373813541,12033.25262618646,5570.633333333333,814.7026649166077,5261.217725921574,5880.048940745092
array9_12,5712722.366666666,253498.61739510973,5616446.225619088,5808998.507714245,12123087.6,1.0198039027185568,12123087.212689074,12123087.987310925,12663.766666666666,1194.854682470727,12209.973272749994,13117.560060583339,5440.033333333334,586.1849812322235,5217.406367896582,5662.660298770085
array9_13,357160.6666666667,33537.654914372826,344423.4137848944,369897.919548439,203409.7,1.1298967504452193,203409.27087695376,203410.12912304627,11353.566666666668,867.058963136623,11024.266681170498,11682.866652162837,5304.033333333334,387.370751204694,5156.913946790246,5451.1527198764215
array9_14,5951459.6,284072.0172999094,5843571.999324811,6059347.200675189,12577443.733333332,1.5040685563571305,12577443.162103722,12577444.304562943,13577.166666666666,2754.3811051163966,12531.081340837643,14623.251992495689,5877.533333333334,770.5298061867707,5584.894118713177,6170.172547953491
array9_15,6156967.766666667,206222.5340853392,6078646.590863788,6235288.942469546,12840671.966666667,1.2242911781471304,12840671.501693597,12840672.431639737,15525.966666666667,2934.661008059061,14411.412906799998,16640.520426533338,6609.866666666667,909.531884481731,6264.435906935344,6955.2974263979895
array9_16,2784304.2666666666,243159.041658189,2691954.98905625,2876653.544277083,5403924.9,4.975607165629806,5403923.010316095,5403926.789683905,13406.533333333333,2340.849500122172,12517.503014506583,14295.563652160083,6083.866666666667,729.53043040636,5806.798588986264,6360.93474434707
array9_17,2670517.533333333,88672.19563829213,2636840.7547299825,2704194.311936684,5403923.666666667,1.2202003478482082,5403923.203247253,5403924.130086081,11710.8,1174.4319591473432,11264.762944210383,12156.837055789616,5540.7,519.4535686661513,5343.4169317195065,5737.983068280493
array9_18,1001331.7666666667,201133.89908991527,924943.2015643641,1077720.3317689693,1594671.1,0.9073771725877464,1594670.7553875775,1594671.4446124227,12265.266666666666,1497.640898954827,11696.478213664326,12834.055119669007,5885.266666666666,524.193471492688,5686.183432540029,6084.349900793304
array9_19,590089687.4666667,14183578.476303693,584702911.7281007,595476463.2052327,1279670050.2,1.7587874611030565,1279670049.5320308,1279670050.8679693,286810.8333333333,148143.11613753403,230547.61702452472,343074.0496421419,23350.733333333334,12212.283122423187,18712.63508850222,27988.83157816445
array9_20,615330896.8,19351162.179819178,607981526.461798,622680267.138202,1350332820.5333333,2.0121851030382096,1350332819.7691264,1350332821.2975402,165574.8,69998.20520813373,138990.20894011357,192159.3910598864,19904.5,18392.474116242945,12919.229427618979,26889.77057238102
array10_1,81321660.2,3330712.611389134,80056690.15614669,82586630.24385332,179141041.36666667,1.2242911781471306,179141040.9016936,179141041.83163974,30397.466666666667,12021.133717286773,25831.964979872755,34962.96835346058,8084.2,1220.9943598013328,7620.47902822322,8547.92097177678
