folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size
codes-codellama-13,KBFQ1.c,gcc,9,-O0,1454,1454,1454.0
codes-codellama-13,KBFQ1.c,gcc,9,-O1,1445,1445,1445.0
codes-codellama-13,KBFQ1.c,gcc,9,-O2,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,9,-O3,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,9,-Os,1432,1432,1432.0
codes-codellama-13,KBFQ1.c,gcc,9,-Ofast,1523,1523,1523.0
codes-codellama-13,KBFQ1.c,gcc,10,-O0,1454,1454,1454.0
codes-codellama-13,KBFQ1.c,gcc,10,-O1,1445,1445,1445.0
codes-codellama-13,KBFQ1.c,gcc,10,-O2,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,10,-O3,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,10,-Os,1432,1432,1432.0
codes-codellama-13,KBFQ1.c,gcc,10,-Ofast,1523,1523,1523.0
codes-codellama-13,KBFQ1.c,gcc,11,-O0,1457,1457,1457.0
codes-codellama-13,KBFQ1.c,gcc,11,-O1,1445,1445,1445.0
codes-codellama-13,KBFQ1.c,gcc,11,-O2,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,11,-O3,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,11,-Os,1432,1432,1432.0
codes-codellama-13,KBFQ1.c,gcc,11,-Ofast,1523,1523,1523.0
codes-codellama-13,KBFQ1.c,gcc,12,-O0,1457,1457,1457.0
codes-codellama-13,KBFQ1.c,gcc,12,-O1,1445,1445,1445.0
codes-codellama-13,KBFQ1.c,gcc,12,-O2,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,12,-O3,1439,1439,1439.0
codes-codellama-13,KBFQ1.c,gcc,12,-Os,1432,1432,1432.0
codes-codellama-13,KBFQ1.c,gcc,12,-Ofast,1523,1523,1523.0
codes-codellama-13,LIXZ1.c,gcc,9,-O0,1443,1443,1443.0
codes-codellama-13,LIXZ1.c,gcc,9,-O1,1446,1446,1446.0
codes-codellama-13,LIXZ1.c,gcc,9,-O2,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,9,-O3,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,9,-Os,1431,1431,1431.0
codes-codellama-13,LIXZ1.c,gcc,9,-Ofast,1529,1529,1529.0
codes-codellama-13,LIXZ1.c,gcc,10,-O0,1443,1443,1443.0
codes-codellama-13,LIXZ1.c,gcc,10,-O1,1446,1446,1446.0
codes-codellama-13,LIXZ1.c,gcc,10,-O2,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,10,-O3,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,10,-Os,1431,1431,1431.0
codes-codellama-13,LIXZ1.c,gcc,10,-Ofast,1529,1529,1529.0
codes-codellama-13,LIXZ1.c,gcc,11,-O0,1446,1446,1446.0
codes-codellama-13,LIXZ1.c,gcc,11,-O1,1446,1446,1446.0
codes-codellama-13,LIXZ1.c,gcc,11,-O2,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,11,-O3,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,11,-Os,1431,1431,1431.0
codes-codellama-13,LIXZ1.c,gcc,11,-Ofast,1529,1529,1529.0
codes-codellama-13,LIXZ1.c,gcc,12,-O0,1446,1446,1446.0
codes-codellama-13,LIXZ1.c,gcc,12,-O1,1446,1446,1446.0
codes-codellama-13,LIXZ1.c,gcc,12,-O2,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,12,-O3,1445,1445,1445.0
codes-codellama-13,LIXZ1.c,gcc,12,-Os,1431,1431,1431.0
