Class,Program,Entry,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-store-misses
1091-Concert_Tickets,7954751.cpp,entry5.txt,1051277753,1926793360,2389307,994659,339748827,1260685,3259,338540325,1199447,630398674,12884675,483072928,1148494,205447,320595,241334,632493930,18885
1091-Concert_Tickets,7954751.cpp,entry3.txt,1480729024,1852437520,24840768,7260735,335389113,5996522,3258,334235691,5960700,594422853,10813145,428632946,1595307,5424313,588446,330235,600378673,48009
1091-Concert_Tickets,7954751.cpp,entry4.txt,492540364,806140492,3907894,1484308,142935861,1176933,2867,140398371,1148705,250873177,2349342,191449846,788754,361055,218093,158940,261885621,14192
1091-Concert_Tickets,7954751.cpp,entry1.txt,926034918,1357077705,12249541,2877045,247504623,2608057,3258,248664029,2546161,445085562,5371444,320484316,1118517,2515749,354521,273121,443254677,24264
1091-Concert_Tickets,7954751.cpp,entry7.txt,996102616,1503139730,12506423,3248355,276472316,3002514,3259,278280313,2970722,483100387,5546236,335947467,1093397,2628710,358658,205103,484629694,23460
1091-Concert_Tickets,2807545.cpp,entry2.txt,4984878,4475121,221385,83052,799619,21225,135,644832,10279,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,2807545.cpp,entry6.txt,3465057,3017381,240257,68568,779645,22982,134,858622,17894,1042145,51710,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,2807545.cpp,entry5.txt,4380624,3219981,229087,71581,783893,23182,135,821104,18025,1057124,70113,598463,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,784074.cpp,entry2.txt,891470099,1572547043,5746889,916589,292339562,1071668,2476,290572320,1035401,514924970,10478266,377053210,1511412,1382323,265742,158641,511250930,13841
1091-Concert_Tickets,784074.cpp,entry6.txt,866840179,1578795741,2280106,713661,291357468,972900,2478,291249671,935619,514133782,10800873,373588179,1196397,234779,241132,167266,512620463,14172
1091-Concert_Tickets,784074.cpp,entry5.txt,834150903,1506143859,3588300,801518,269294363,991262,2477,271561302,946788,495732549,10212320,373077075,1137507,743640,225487,159163,492145169,13793
1091-Concert_Tickets,784074.cpp,entry3.txt,1198285157,1421496298,26116460,7075028,263237263,4656997,2478,263189030,4648332,454559442,10885163,318774216,2029014,5485667,608385,256763,452784906,44286
1091-Concert_Tickets,784074.cpp,entry4.txt,479001018,783778772,4303904,886036,139828622,1222136,2475,136870484,1215687,243522233,2593307,186624210,868636,416464,212018,157427,253568505,13003
1091-Concert_Tickets,784074.cpp,entry1.txt,914502712,1285599750,12837256,3453590,236691939,2626973,2477,237477185,2662180,417096999,5341422,305516510,1570197,2553028,364610,183975,414799301,17423
1091-Concert_Tickets,784074.cpp,entry7.txt,878769075,1269585903,12475165,2865975,236682685,2729605,2476,237850415,2720746,409107142,5531047,285020431,1342796,2586305,391385,194801,406613503,23981
1091-Concert_Tickets,7169393.cpp,entry2.txt,1675077080,2519064901,9265150,1143524,474291939,1973769,2666,477273657,1915218,837684831,7809026,557812015,11031065,726803,1637794,164528,821336963,16068
1091-Concert_Tickets,7169393.cpp,entry6.txt,1646660116,2558558334,7669141,931540,482390976,2161883,2667,482116113,2089426,841723526,7984744,567196436,7881941,719666,1448941,209219,830377729,18392
1091-Concert_Tickets,7169393.cpp,entry5.txt,1454398023,2110342559,6523595,796687,388015165,1601529,2667,391641376,1557907,691837695,6477175,486677778,8553059,762213,1195052,256362,685290627,20014
1091-Concert_Tickets,7169393.cpp,entry3.txt,2162915218,2685947212,35392884,8656690,518234419,6236019,2666,517001569,6456041,876264848,13263252,562014590,11271866,6297038,2077775,358875,879963419,80147
1091-Concert_Tickets,7169393.cpp,entry4.txt,599953898,1070901718,4812129,1911647,204988522,1464758,2468,205560545,1475021,358966586,2731579,250603675,1382164,471500,222229,161077,358064214,14043
1091-Concert_Tickets,7169393.cpp,entry1.txt,1692031261,2267761300,18173212,3399087,431866779,3537420,2666,434187786,3626727,742069237,6661979,493835196,6009131,3054680,1488724,240901,741321827,22132
1091-Concert_Tickets,7169393.cpp,entry7.txt,1758915393,2476839434,19279821,3684847,475553370,4025025,2667,478690948,4068170,815879944,7119384,518600878,7584382,3165273,1612008,229683,812508278,30991
1091-Concert_Tickets,4462753.cpp,entry2.txt,924442508,1700754909,3002586,1060180,306445231,1070360,3260,307188995,1025919,553333798,10799986,395945302,1386773,276998,310053,173595,559576464,15404
1091-Concert_Tickets,4462753.cpp,entry6.txt,893110395,1657266951,3000393,959704,299070904,943254,3259,297078791,888191,532819125,12115005,390368554,1294316,221277,335743,191474,541263159,15830
1091-Concert_Tickets,4462753.cpp,entry5.txt,862066600,1568275184,2848903,812360,281989896,1064220,3258,281917099,1008614,513217777,10769310,382948423,1246763,369745,303090,238049,509378742,17891
1091-Concert_Tickets,4462753.cpp,entry3.txt,1214835726,1520047132,24545924,6994091,280786985,4739306,3258,279383541,4682904,482246629,10477731,334512259,1839110,5061004,747675,428118,484877673,78126
1091-Concert_Tickets,4462753.cpp,entry4.txt,497190856,799151772,4476966,1605718,143403281,1269635,2868,143207500,1253161,248745656,2414155,185280234,982445,342469,220749,168521,258377111,13836
1091-Concert_Tickets,4462753.cpp,entry1.txt,946551123,1400646380,12931089,3018379,258393860,2620617,3260,260131858,2557400,457085159,5575974,329725229,1324933,2596537,432243,239256,452471947,21495
1091-Concert_Tickets,4462753.cpp,entry7.txt,927747641,1369982028,12950760,3535635,255455498,2782390,3261,254338724,2752924,438691849,5789263,305020361,1449063,2588304,447618,275511,438592445,28409
1091-Concert_Tickets,8324953.cpp,entry2.txt,893961793,1615625942,2415248,777107,296877344,1040604,2478,298981291,1025079,536464501,10360240,386153592,1227432,218540,225938,177391,531604885,14632
1091-Concert_Tickets,8324953.cpp,entry6.txt,885368565,1617618364,2740321,877861,294875388,1062067,2478,296091987,1028470,528044414,11472786,383918068,1239814,219471,230996,170285,532506104,14128
1091-Concert_Tickets,8324953.cpp,entry5.txt,869129321,1549218917,2064533,702692,277815951,1324275,2477,279185956,1234800,507423279,10788896,381322555,1239127,255233,232478,164707,506112437,14173
1091-Concert_Tickets,8324953.cpp,entry3.txt,1199641161,1445873479,25123045,6656647,270406920,5049286,2478,272075130,5006642,465395562,10490127,321909289,2100124,5242990,690581,304878,464093326,77863
1091-Concert_Tickets,8324953.cpp,entry4.txt,482591085,775805340,4070098,1509548,139941266,1209622,2477,140133078,1168113,247365350,2528301,187376350,984163,437877,227675,164651,253109679,13462
1091-Concert_Tickets,8324953.cpp,entry1.txt,954375852,1366420065,12716730,2469279,253711435,2832474,2479,253134608,2827452,440300326,5433954,319354275,1438945,2628622,349212,176525,440744773,18528
1091-Concert_Tickets,8324953.cpp,entry7.txt,916210105,1318439132,13127323,3543732,247913705,2916747,2477,249345882,2872182,427187855,5673814,294666230,1496189,2624708,399330,197407,420320852,25616
1091-Concert_Tickets,5945162.cpp,entry2.txt,891986293,1621125940,3760045,887350,296237154,1047682,2478,297836954,1033649,533543097,10357357,383250385,1275431,650376,269890,163237,534316484,14089
1091-Concert_Tickets,5945162.cpp,entry6.txt,872672588,1619033700,2818591,912242,296003597,925660,2476,296448035,914828,526442234,11422798,382436804,1186695,444410,245875,170595,528683822,14180
1091-Concert_Tickets,5945162.cpp,entry5.txt,848526298,1543534919,2705008,714814,277434798,1057586,2477,280151213,1013532,506787419,10667138,376721764,1359673,286352,219981,168488,506040190,14559
1091-Concert_Tickets,5945162.cpp,entry3.txt,1181180799,1457909292,24598809,6808642,269202584,4807506,2477,270520598,4817527,463100397,10544260,321386751,1707932,5154902,631702,303817,466862615,75754
1091-Concert_Tickets,5945162.cpp,entry4.txt,479416106,777919683,4097556,1511599,141277854,1188718,2476,141850513,1165979,248909594,2525838,187878155,893729,381545,218104,161527,250566966,13694
1091-Concert_Tickets,5945162.cpp,entry1.txt,928704235,1371599386,12307458,2898571,255046466,2553104,2478,253454371,2547653,437860910,5365793,318344881,1205688,2536764,294444,182178,441219134,17824
1091-Concert_Tickets,5945162.cpp,entry7.txt,916152200,1312522559,13099059,3544098,247779336,2838514,2477,250724659,2896628,428186962,5551117,293036774,1412798,2662460,348159,198535,421067199,24735
1091-Concert_Tickets,3121765.cpp,entry2.txt,892250945,1619696490,2425518,873628,296564062,1070484,2477,298937636,1033951,536297291,10389484,384222400,1240827,282455,217255,163848,529715829,14747
1091-Concert_Tickets,3121765.cpp,entry6.txt,879696352,1621597528,3226308,801636,296324285,977485,2478,293830421,995077,518484889,11912490,383832526,1289206,347410,239434,170736,531182505,13942
1091-Concert_Tickets,3121765.cpp,entry5.txt,846631006,1544110470,2450576,656109,278460954,1060530,2478,277923197,1029610,506166102,11320302,381330139,1172309,280882,210633,162824,504790866,14186
1091-Concert_Tickets,3121765.cpp,entry3.txt,1193273508,1449488119,25029686,6925286,268794041,4813217,2478,270600736,4783651,465280168,10645786,322094599,1714983,5225116,620408,300663,467141859,73677
1091-Concert_Tickets,3121765.cpp,entry4.txt,484639647,776012313,4211714,1631775,141643689,1208489,2477,142606779,1195084,249288347,2547306,186670762,940427,414801,215115,165628,248190473,13357
1091-Concert_Tickets,3121765.cpp,entry1.txt,942860147,1354621731,12978282,3538154,252741854,2580164,2478,255020307,2585751,444698828,5401192,321418416,1270912,2525462,307353,171308,439248671,17955
1091-Concert_Tickets,3121765.cpp,entry7.txt,912943828,1321227580,13672124,3115892,246893968,2916119,2478,248386136,2951853,421921682,5646792,291235368,1625724,2701023,371945,202517,428593664,25495
1091-Concert_Tickets,8190404.cpp,entry2.txt,1387801889,1905568766,7096418,975361,343715097,1667574,2476,346043126,1613242,616272949,12056538,437019400,7195537,567380,1328059,164308,615330569,14158
1091-Concert_Tickets,8190404.cpp,entry6.txt,1140394525,1773244416,5433268,943582,320027019,1307546,2478,320134291,1347639,562824311,12507774,406656216,4573913,451815,813173,163583,573155702,14337
1091-Concert_Tickets,8190404.cpp,entry5.txt,1357131921,1840536694,6879150,830102,328627457,1668791,2478,328396856,1646294,589418238,12736036,430567061,7860542,653473,1308785,167958,582588865,14556
1091-Concert_Tickets,8190404.cpp,entry3.txt,1757474852,1739813868,32473602,7845085,321035708,5420148,2476,323285362,5467119,550400661,12800346,375607809,9208519,5885177,2041085,308194,546208544,76049
1091-Concert_Tickets,8190404.cpp,entry4.txt,489382965,766573589,4453840,1915105,141059814,1214658,2475,142424293,1181537,251325107,2362204,189846347,920506,378123,228616,162140,246959543,13444
1091-Concert_Tickets,8190404.cpp,entry1.txt,939785269,1368793108,12670412,2999184,255034415,2603138,2477,257015834,2622349,445419708,5388554,318392936,1277444,2617935,354107,170412,439463926,17029
1091-Concert_Tickets,8190404.cpp,entry7.txt,1178533553,1470698235,15710346,3432830,275255775,3131252,2477,275841570,3137421,465146944,6342668,317968002,5180436,2843531,979399,192960,466522141,25453
1091-Concert_Tickets,7875893.cpp,entry2.txt,904082704,1641110915,2362865,808375,299119760,1107735,2673,299718675,1035690,539138149,10424206,389401824,1131373,236663,219837,167773,542134787,14325
1091-Concert_Tickets,7875893.cpp,entry6.txt,878999632,1605838102,2482755,792131,292307091,948525,2673,291919908,909578,523834649,11447055,384334098,1376577,218290,231612,186721,527844179,15256
1091-Concert_Tickets,7875893.cpp,entry5.txt,864030437,1556319888,2401375,748409,279326477,993038,2672,281371693,944678,517137092,10716162,385741286,1177206,347909,239915,178786,511156713,14609
1091-Concert_Tickets,7875893.cpp,entry3.txt,1224416793,1472752762,24600383,7114589,270617712,4991672,2674,272263731,4986659,473612060,10406764,328439243,1905873,5152299,618386,313162,477687184,76311
1091-Concert_Tickets,7875893.cpp,entry4.txt,485682793,774725688,4045082,1609174,139489908,1194740,2477,141153450,1161007,251431238,2215652,189731323,934950,373563,204968,155421,249793320,12959
1091-Concert_Tickets,7875893.cpp,entry1.txt,911486363,1319912185,12402392,2758043,244774268,2604822,2673,241978500,2554670,424383682,5406685,309459461,1326798,2526255,285241,175099,430006325,17372
1091-Concert_Tickets,7875893.cpp,entry7.txt,913785989,1302336657,13384579,3606606,245245752,2879978,2674,246050575,2814564,427319868,5498613,295765002,1401541,2644108,344813,194354,418364789,23934
1091-Concert_Tickets,3930881.cpp,entry2.txt,1650277566,2486144340,7707074,1018293,466778592,2397911,2471,470367056,2219549,824433804,7244755,550945807,11703044,681174,1217866,159056,821754129,15223
1091-Concert_Tickets,3930881.cpp,entry6.txt,1620363482,2519665523,7351712,1030945,476713107,2045498,2470,478000195,2022776,832220558,7522607,559891274,7917118,637454,1320775,158138,826172061,15376
1091-Concert_Tickets,3930881.cpp,entry5.txt,1495367213,2115847398,7317177,962390,385527040,1897223,2470,387413100,1831843,693817305,7421585,488496933,11668183,638071,1401412,159465,688850435,14670
1091-Concert_Tickets,3930881.cpp,entry3.txt,2195932385,2650743684,37868888,9159792,510830774,6456917,2470,511181264,6459259,863868967,13905268,552571188,14023477,6621201,2188297,313940,866581051,80651
1091-Concert_Tickets,3930881.cpp,entry4.txt,597424778,1067221451,4879491,1854719,202475907,1496533,2470,207104165,1358037,361612263,2842505,250444916,1275926,463734,226079,164212,359453231,14164
1091-Concert_Tickets,3930881.cpp,entry1.txt,1752731268,2234355728,18459902,3711553,423087696,4441184,2470,425432933,4377325,734130505,6879704,488334678,8002337,3191462,1504704,170289,730875311,18861
1091-Concert_Tickets,3930881.cpp,entry7.txt,1729855974,2433711695,19543493,3785649,470836297,4244291,2472,470435682,4298827,798158771,7844391,508762992,8034117,3238100,1650504,190391,797979146,25836
1091-Concert_Tickets,5734497.cpp,entry2.txt,3028351755,4647342559,18484300,1128955,842748266,3260818,2470,844292278,3204819,1541061342,20589018,1118266783,28976739,1824898,2362362,160042,1543208800,18367
1091-Concert_Tickets,5734497.cpp,entry6.txt,2404395375,3760084640,13547997,959623,692695694,3262956,2471,692172823,3282917,1227932099,13797495,882110717,22465135,1300935,2139503,165473,1229866962,17283
1091-Concert_Tickets,5734497.cpp,entry5.txt,2706967778,3999444602,18929993,2159358,716239639,3141282,2472,716815030,3127627,1310069181,24446086,982185286,24834319,1977321,2351007,166113,1317899295,18498
1091-Concert_Tickets,5734497.cpp,entry3.txt,3292781234,4059779106,44937794,10410432,755132320,11922620,2471,757543574,11956222,1325686032,16117979,920746411,29042733,7699500,2815992,246339,1331493781,46203
1091-Concert_Tickets,5734497.cpp,entry4.txt,591102968,1077313622,4418531,1534219,206541480,1487511,2471,207278992,1456579,357921272,2703775,246554667,1162125,414980,219338,165174,356672984,13633
1091-Concert_Tickets,5734497.cpp,entry1.txt,2423973881,3283882595,25449272,3387912,616254237,4530680,2472,623554567,4354318,1091919353,8409353,777520632,22744151,3786688,2197585,172707,1076993855,20887
1091-Concert_Tickets,5734497.cpp,entry7.txt,2424178345,3433834126,23931280,4016358,646051258,5038571,2473,651796527,4960480,1138941410,8378965,783050614,21059902,3769705,2157933,199961,1123841356,28099
1091-Concert_Tickets,700618.cpp,entry2.txt,3759264641,7423943376,12036462,1615202,1161498159,2796005,4033,1156730897,2913171,2597000243,32731558,1831116989,3372197,4052597,439683,245037,2622514274,27028
1091-Concert_Tickets,700618.cpp,entry6.txt,2996483350,6004138506,7522627,1395472,956626449,2421350,4035,959170136,2395752,2084457555,25135653,1490084248,3008149,2508103,435493,255023,2086426244,27783
1091-Concert_Tickets,700618.cpp,entry5.txt,3563344207,7036688639,8338183,1338439,1086406179,2367755,4035,1091240554,2334140,2502146415,30866945,1765749134,3250672,2515729,453090,275800,2489503227,28742
1091-Concert_Tickets,700618.cpp,entry3.txt,3494075668,6014133065,35383685,11652141,985845211,8056670,4033,987560910,7996016,2096074423,14599361,1464415008,3483406,7421005,681242,331693,2073445677,52867
1091-Concert_Tickets,700618.cpp,entry4.txt,1566399287,3041575443,7946465,2341639,473472820,1836224,3642,473399407,1928111,1063655238,10411562,762930005,1783280,647374,459428,234494,1061034019,20931
1091-Concert_Tickets,700618.cpp,entry1.txt,2105680761,3804229323,18771738,5525307,633372152,3486021,4034,636009112,3435837,1323752047,7616732,918207772,2277468,3950792,450196,254989,1309338690,28546
1091-Concert_Tickets,700618.cpp,entry7.txt,2652915800,4863897045,19779881,6338041,809003322,4416965,4035,805286370,4366414,1683463886,8073209,1167251673,2868276,3957777,501376,292018,1676549625,35147
1091-Concert_Tickets,8546342.cpp,entry2.txt,870101923,1586928218,2129261,726807,288856135,1033342,2476,292579944,1067089,528711434,10299650,381878192,1053082,290982,231788,165204,526501556,13915
1091-Concert_Tickets,8546342.cpp,entry6.txt,879220087,1569558479,2747909,786963,285829106,960043,2477,289881367,909680,517029406,11464261,372047076,1440156,286965,237192,174099,517379492,14720
1091-Concert_Tickets,8546342.cpp,entry5.txt,854124929,1515675354,2899614,725294,271917276,1074918,2476,270491636,1061738,496726025,10879526,378945070,1220249,328850,216647,175391,497966412,14645
1091-Concert_Tickets,8546342.cpp,entry3.txt,1167733632,1430909804,25238743,6695264,265609224,4464460,2478,264457733,4465565,456017369,10547190,317788521,1755185,5185269,633622,315573,457040286,71164
1091-Concert_Tickets,8546342.cpp,entry4.txt,482612452,776519980,4545806,1168467,141464051,1179850,2474,142929384,1137543,250717620,2423475,188834158,839925,415647,216728,160543,249043447,13856
1091-Concert_Tickets,8546342.cpp,entry1.txt,904934215,1296413414,12857658,3139695,241674425,2598650,2478,241269682,2612639,418939359,5425343,306520723,1285342,2522769,295547,169082,418614882,16580
1091-Concert_Tickets,8546342.cpp,entry7.txt,877028615,1281819002,13319402,3001175,237576058,2760435,2477,238157436,2767306,410068792,5579116,283753993,1215041,2590028,367319,203691,415385521,24747
1091-Concert_Tickets,2614346.cpp,entry2.txt,1424926162,1929187168,7284877,850484,350867539,1636957,2671,352880487,1621778,632886986,13685389,444103238,4264853,606136,1349618,178860,625119597,16036
1091-Concert_Tickets,2614346.cpp,entry6.txt,1387604937,1940406733,8311695,1129759,354656470,1558418,2671,354609852,1555706,623527281,13742047,439540978,3120341,886529,1335094,171131,617277538,15968
1091-Concert_Tickets,2614346.cpp,entry5.txt,1367615888,1859998075,8124905,802792,334167052,1632911,2671,334531629,1681039,604109114,13998875,438329447,3304136,1089988,1345830,175532,598015473,16266
1091-Concert_Tickets,2614346.cpp,entry3.txt,1800834953,1784860777,34236210,8223506,329637393,5593962,2671,329109554,5579342,563496866,13288874,380177038,5913950,6144878,2142265,321154,560717577,77505
1091-Concert_Tickets,2614346.cpp,entry4.txt,488919419,787861184,4469579,1525349,145429545,1163966,2668,147146045,1126571,257927766,2545862,189604187,1013268,397128,230928,177735,255418344,14583
1091-Concert_Tickets,2614346.cpp,entry1.txt,1463894141,1681226896,18443368,3370184,309633654,3549247,2671,308751540,3557676,536260654,7009016,376888594,3959252,3030627,1460805,194340,533084569,19305
1091-Concert_Tickets,2614346.cpp,entry7.txt,1438327934,1641691768,17337312,3575503,302750860,3438040,2671,302440718,3451263,518302061,7432924,349236112,5287799,3074558,1309332,211895,519971750,27183
1091-Concert_Tickets,4159594.cpp,entry2.txt,1093263917,2201999378,2434191,773104,421433815,1321433,2665,417831419,1321893,731259126,5390229,495521692,1608507,275716,240684,157684,727575336,14510
1091-Concert_Tickets,4159594.cpp,entry6.txt,1107362105,2230048620,2995886,793982,426167395,1514257,2667,422607931,1505691,731719904,5529337,493505033,1920614,362860,251471,167775,746458689,14762
1091-Concert_Tickets,4159594.cpp,entry5.txt,946563119,1804501090,2440832,920421,334173093,1075575,2665,337960062,1025720,609866166,5268374,434764933,1322760,177802,222134,167101,600036415,15183
1091-Concert_Tickets,4159594.cpp,entry3.txt,1532832588,2349253288,26697040,7424348,455205806,5190466,2667,450538748,5355385,765706258,10903466,499947824,2227672,5662852,527519,249182,783489366,44705
1091-Concert_Tickets,4159594.cpp,entry4.txt,609436302,1069074208,4472859,1542928,204932794,1510925,2471,207898348,1421989,362307211,2747714,244850452,1375496,459363,232518,161812,353460114,14515
1091-Concert_Tickets,4159594.cpp,entry1.txt,1128273624,1877033633,13388359,3561173,357526214,3093468,2666,355142318,3124033,618907947,5391239,420226403,1690331,2678241,307629,167203,630091900,17055
1091-Concert_Tickets,4159594.cpp,entry7.txt,1202145994,2121679709,13516589,3616032,408445556,3431895,2665,408689744,3195461,701355016,5625386,451693033,1768188,2710726,325951,182782,714741508,24608
1091-Concert_Tickets,7137813.cpp,entry2.txt,1492121571,2705417108,3475051,1205849,480394291,1567189,4432,482265786,1525047,904001938,12880518,682004600,1521691,546228,385006,284604,893174665,25296
1091-Concert_Tickets,7137813.cpp,entry6.txt,1269909321,2317661075,3547395,1275879,411030888,1561338,4431,410630402,1444132,757830546,9969739,566215016,1651508,236717,363931,300004,760339679,24415
1091-Concert_Tickets,7137813.cpp,entry5.txt,1325424403,2384186417,3229890,1160723,420657967,1551327,4433,420095383,1525903,781741516,8475097,598162970,1567952,263255,393839,321331,784348512,28163
1091-Concert_Tickets,7137813.cpp,entry3.txt,1818544627,2325012635,25208878,7990976,423040805,7740054,4432,426141638,7686551,771679451,10645189,555951860,1826705,5336252,688015,424660,758673317,51445
1091-Concert_Tickets,7137813.cpp,entry4.txt,494862343,796906214,4378771,2049867,145112543,1163360,2868,143570475,1144326,252617772,2700922,189309504,1144393,395950,240533,171060,256864546,14363
1091-Concert_Tickets,7137813.cpp,entry1.txt,1239143061,1901618614,13650797,3891790,347311741,3033048,4433,347811019,2848869,639545499,5859462,475071311,1600186,2633063,464491,440661,616433991,36755
1091-Concert_Tickets,7137813.cpp,entry7.txt,1252854237,1914006913,13973811,4109813,349625101,3339005,4432,351278446,3267402,632589160,6032398,448917074,1587028,2766546,607373,437783,617075659,38368
1091-Concert_Tickets,7414994.cpp,entry2.txt,1694306634,2511242877,10048920,849242,471832917,2432498,2860,466340776,2552201,811051218,8783036,549835255,11795850,861955,1610995,180830,830043649,16109
1091-Concert_Tickets,7414994.cpp,entry6.txt,1626058891,2539084706,7423394,1074983,478570504,1945473,2861,477730508,1971302,830775099,7511982,559433832,7344269,621712,1476258,168328,831935717,16016
1091-Concert_Tickets,7414994.cpp,entry5.txt,1472988037,2100376346,7776761,886575,385203117,1757831,2860,388558631,1612838,693256913,7478626,488358100,10015295,623812,1297342,164728,686963705,15183
1091-Concert_Tickets,7414994.cpp,entry3.txt,2177153573,2636264537,35294838,8781577,510847728,6249797,2861,511756309,6195275,867653019,13451972,555481466,13409705,6257325,2148906,327635,858783682,75256
1091-Concert_Tickets,7414994.cpp,entry4.txt,599138739,1076827171,4531149,1848372,204557883,1465852,2468,205556976,1453601,358475869,2568736,248010084,1268327,411341,227308,161850,360026978,14436
1091-Concert_Tickets,7414994.cpp,entry1.txt,1671477363,2238297444,18378766,3745073,424402628,3490470,2859,426441477,3495434,732686709,6709662,486764674,4449648,3059535,1518394,187661,733211976,18725
1091-Concert_Tickets,7414994.cpp,entry7.txt,1718061763,2438406490,18374480,3356805,468192730,4236309,2860,467353376,4177857,791859153,7003611,507719659,7251901,3141880,1480516,198714,805511596,26501
1091-Concert_Tickets,8739063.cpp,entry2.txt,878936506,1610832875,3032739,770022,294478481,1128296,2478,296349406,1150055,524310886,10368925,382899055,1237236,452582,255647,172555,525595471,14876
1091-Concert_Tickets,8739063.cpp,entry6.txt,884932011,1625670077,3050725,785460,303820272,989213,2478,304958359,957139,531002455,10868886,381466728,1308900,243946,237651,191139,523819205,14212
1091-Concert_Tickets,8739063.cpp,entry5.txt,860287395,1546437336,2734358,759035,279550132,1158480,2478,280690851,1157014,500464354,10563991,376409441,1437593,246010,236341,160097,501749408,14212
1091-Concert_Tickets,8739063.cpp,entry3.txt,1206281347,1470085301,25890216,7687492,272554448,4616088,2478,273049789,4640922,467164111,10931355,322916816,1849536,5384631,550470,252283,463917735,42030
1091-Concert_Tickets,8739063.cpp,entry4.txt,484745581,764606679,3983318,1328405,140628452,1194076,2477,141630238,1181417,250056030,2440537,188519917,991456,450827,223798,162666,248153343,13564
1091-Concert_Tickets,8739063.cpp,entry1.txt,918897457,1372674926,12142817,2277774,250971696,2616052,2477,250353015,2693410,432500604,5358848,313078620,1398377,2538904,295254,166019,441104672,16702
1091-Concert_Tickets,8739063.cpp,entry7.txt,930496535,1329964981,13561514,3517660,243940011,2922708,2477,246457842,2836147,426279625,5658966,294066395,1665092,2711672,360218,198604,427096530,24517
1091-Concert_Tickets,8457226.cpp,entry2.txt,1461462004,1928312143,8306271,852067,349496767,1563179,2477,353321946,1512521,627325813,12957002,442407894,7735703,702720,1459959,163607,615543778,14556
1091-Concert_Tickets,8457226.cpp,entry6.txt,1260815673,1729645321,6716773,818642,314182218,1356378,2475,317884458,1309977,555136400,10755454,393195734,4352975,663005,1145568,166110,550288902,14480
1091-Concert_Tickets,8457226.cpp,entry5.txt,1357273881,1827660439,7125273,977721,327833553,1685453,2476,329846485,1594036,588199831,12004028,432745213,6499671,595483,1400013,164232,583805551,14528
1091-Concert_Tickets,8457226.cpp,entry3.txt,1786693002,1779038068,32275755,8115694,326267199,5478939,2477,326715964,5494674,556593871,12678225,380208994,8876394,5984975,2081602,306390,553804231,74796
1091-Concert_Tickets,8457226.cpp,entry4.txt,479400397,775962850,4160233,1131718,142458889,1186741,2475,142110770,1156464,249946991,2708071,188135174,835347,363377,196702,157149,247480320,13818
1091-Concert_Tickets,8457226.cpp,entry1.txt,1179962886,1252756292,15465378,3172103,231995640,2865174,2474,232255486,2861457,388553615,6099483,263892808,2195959,2864136,1017794,177735,383425866,17921
1091-Concert_Tickets,8457226.cpp,entry7.txt,1356312482,1500794031,17092448,3704023,277356233,3284450,2476,281142729,3273876,475539075,6668841,315662739,4953595,3031873,1283900,184460,467575518,25454
1091-Concert_Tickets,6387452.cpp,entry2.txt,902008170,1640163980,2738227,928040,297308377,1095378,2477,301998011,1006550,539556493,11091016,384632846,1328000,213867,219827,165619,543132418,14149
1091-Concert_Tickets,6387452.cpp,entry6.txt,870059542,1602370803,2691296,760747,295898424,897846,2477,297386309,877311,525906914,11466870,382028114,1207085,343918,241211,172624,520531968,14752
1091-Concert_Tickets,6387452.cpp,entry5.txt,826274292,1498288319,2912650,765084,271525834,1112815,2476,276607079,1019072,499694936,10141794,373709559,1021135,510392,221345,165071,492892985,13715
1091-Concert_Tickets,6387452.cpp,entry3.txt,1184652318,1470210282,24594607,7272185,273284594,4669853,2478,272355855,4704644,465184972,10412582,324227991,1693783,5143162,646781,306067,468263652,73183
1091-Concert_Tickets,6387452.cpp,entry4.txt,486256787,772434302,4304264,1516201,141456270,1229146,2477,141018418,1206283,245946095,2640693,187658795,875440,416827,213095,164473,251134797,13355
1091-Concert_Tickets,6387452.cpp,entry1.txt,957905210,1385192435,13077544,3509425,256021505,2578108,2476,255555986,2576877,445523209,5377840,321193981,1456723,2681149,358209,177821,443415656,18677
1091-Concert_Tickets,6387452.cpp,entry7.txt,914038161,1330210509,13201380,3342155,251306877,2829772,2477,251671630,2839885,426889017,5607199,294346694,1544711,2695992,377451,196683,426138246,25557
1091-Concert_Tickets,6116225.cpp,entry2.txt,911903788,1622347791,2828677,796447,297974620,1119307,2477,298831468,1103517,532096246,10635746,381743650,1444371,251618,232282,172642,532737717,14475
1091-Concert_Tickets,6116225.cpp,entry6.txt,873918001,1575154616,2677183,947333,288550731,941338,2477,291327176,909599,520146746,11472379,378940045,1235069,209228,242048,169265,520073749,14407
1091-Concert_Tickets,6116225.cpp,entry5.txt,871628253,1559388253,3513660,779470,278223834,1086843,2477,276950225,1035985,504931823,10817762,380368255,1318530,731383,245911,163735,509146619,14201
