folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size,time
UWZA,UWZA1.c,gcc,9,-O0,1448,1448,1448.0,6.144266128540039
UWZA,UWZA1.c,gcc,9,-O1,1444,1444,1444.0,2.367692708969116
UWZA,UWZA1.c,gcc,9,-O2,1438,1438,1438.0,2.092698812484741
UWZA,UWZA1.c,gcc,9,-O3,1438,1438,1438.0,2.5762181282043457
UWZA,UWZA1.c,gcc,9,-Os,1431,1431,1431.0,1.9417898654937744
UWZA,UWZA1.c,gcc,9,-Ofast,1522,1522,1522.0,2.097613573074341
UWZA,UWZA1.c,gcc,10,-O0,1448,1448,1448.0,2.7369842529296875
UWZA,UWZA1.c,gcc,10,-O1,1444,1444,1444.0,1.953482866287232
UWZA,UWZA1.c,gcc,10,-O2,1438,1438,1438.0,2.157614231109619
UWZA,UWZA1.c,gcc,10,-O3,1438,1438,1438.0,2.148360013961792
UWZA,UWZA1.c,gcc,10,-Os,1431,1431,1431.0,1.7132322788238523
UWZA,UWZA1.c,gcc,10,-Ofast,1522,1522,1522.0,2.139228582382202
UWZA,UWZA1.c,gcc,11,-O0,1451,1451,1451.0,1.9760305881500244
UWZA,UWZA1.c,gcc,11,-O1,1444,1444,1444.0,1.9727084636688232
UWZA,UWZA1.c,gcc,11,-O2,1438,1438,1438.0,2.2315421104431152
UWZA,UWZA1.c,gcc,11,-O3,1438,1438,1438.0,2.097131490707397
UWZA,UWZA1.c,gcc,11,-Os,1431,1431,1431.0,1.7465953826904297
UWZA,UWZA1.c,gcc,11,-Ofast,1522,1522,1522.0,1.7197997570037842
UWZA,UWZA1.c,gcc,12,-O0,1451,1451,1451.0,4.049932956695557
UWZA,UWZA1.c,gcc,12,-O1,1444,1444,1444.0,2.206467866897583
UWZA,UWZA1.c,gcc,12,-O2,1438,1438,1438.0,2.211145401000977
UWZA,UWZA1.c,gcc,12,-O3,1438,1438,1438.0,2.261902570724488
UWZA,UWZA1.c,gcc,12,-Os,1431,1431,1431.0,2.219428062438965
UWZA,UWZA1.c,gcc,12,-Ofast,1522,1522,1522.0,2.321517944335937
EDLM,EDLM1.c,gcc,9,-O0,1448,1448,1448.0,1.872225999832153
EDLM,EDLM1.c,gcc,9,-O1,1444,1444,1444.0,2.106813907623291
EDLM,EDLM1.c,gcc,9,-O2,1438,1438,1438.0,1.9188542366027832
EDLM,EDLM1.c,gcc,9,-O3,1438,1438,1438.0,1.8687846660614007
EDLM,EDLM1.c,gcc,9,-Os,1431,1431,1431.0,1.947380781173706
EDLM,EDLM1.c,gcc,9,-Ofast,1522,1522,1522.0,2.3224782943725586
EDLM,EDLM1.c,gcc,10,-O0,1448,1448,1448.0,1.945241928100586
EDLM,EDLM1.c,gcc,10,-O1,1444,1444,1444.0,1.6826553344726562
EDLM,EDLM1.c,gcc,10,-O2,1438,1438,1438.0,3.663997888565064
EDLM,EDLM1.c,gcc,10,-O3,1438,1438,1438.0,3.5587401390075684
EDLM,EDLM1.c,gcc,10,-Os,1431,1431,1431.0,3.775616884231568
EDLM,EDLM1.c,gcc,10,-Ofast,1522,1522,1522.0,2.4321823120117188
EDLM,EDLM1.c,gcc,11,-O0,1451,1451,1451.0,2.310518980026245
EDLM,EDLM1.c,gcc,11,-O1,1444,1444,1444.0,2.3672871589660645
EDLM,EDLM1.c,gcc,11,-O2,1438,1438,1438.0,2.396626710891724
EDLM,EDLM1.c,gcc,11,-O3,1438,1438,1438.0,2.7016704082489014
EDLM,EDLM1.c,gcc,11,-Os,1431,1431,1431.0,2.809833288192749
EDLM,EDLM1.c,gcc,11,-Ofast,1522,1522,1522.0,3.098747968673706
EDLM,EDLM1.c,gcc,12,-O0,1451,1451,1451.0,3.4769694805145264
EDLM,EDLM1.c,gcc,12,-O1,1444,1444,1444.0,2.894224166870117
EDLM,EDLM1.c,gcc,12,-O2,1438,1438,1438.0,2.7805724143981934
EDLM,EDLM1.c,gcc,12,-O3,1438,1438,1438.0,3.0666046142578125
EDLM,EDLM1.c,gcc,12,-Os,1431,1431,1431.0,2.688416004180908
EDLM,EDLM1.c,gcc,12,-Ofast,1522,1522,1522.0,2.8196072578430176
RHYH,RHYH1.c,gcc,9,-O0,1448,1448,1448.0,1.8254368305206297
RHYH,RHYH1.c,gcc,9,-O1,1444,1444,1444.0,2.8932816982269287
RHYH,RHYH1.c,gcc,9,-O2,1438,1438,1438.0,2.5858154296875
RHYH,RHYH1.c,gcc,9,-O3,1438,1438,1438.0,2.5838112831115723
