folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size,time
codellama7,KVHS1.c,gcc,14,-O0,1455,1455,1455.0,0.0457625389099121
codellama7,KVHS1.c,gcc,14,-O1,1443,1443,1443.0,0.0535132884979248
codellama7,KVHS1.c,gcc,14,-O2,1438,1438,1438.0,0.0483667850494384
codellama7,KVHS1.c,gcc,14,-O3,1438,1438,1438.0,0.0499589443206787
codellama7,KVHS1.c,gcc,14,-Os,1431,1431,1431.0,0.0562269687652587
codellama7,KVHS1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0517213344573974
codellama7,SHXE1.c,gcc,14,-O0,1451,1451,1451.0,0.0487456321716308
codellama7,SHXE1.c,gcc,14,-O1,1444,1444,1444.0,0.0532333850860595
codellama7,SHXE1.c,gcc,14,-O2,1438,1438,1438.0,0.0508434772491455
codellama7,SHXE1.c,gcc,14,-O3,1438,1438,1438.0,0.0525040626525878
codellama7,SHXE1.c,gcc,14,-Os,1431,1431,1431.0,0.050464391708374
codellama7,SHXE1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0556356906890869
codellama7,RHYH1.c,gcc,14,-O0,1451,1451,1451.0,0.0493590831756591
codellama7,RHYH1.c,gcc,14,-O1,1444,1444,1444.0,0.0532774925231933
codellama7,RHYH1.c,gcc,14,-O2,1438,1438,1438.0,0.051563024520874
codellama7,RHYH1.c,gcc,14,-O3,1438,1438,1438.0,0.0511519908905029
codellama7,RHYH1.c,gcc,14,-Os,1431,1431,1431.0,0.05092453956604
codellama7,RHYH1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0519969463348388
codellama7,GGEC1.c,gcc,14,-O0,1451,1451,1451.0,0.0512337684631347
codellama7,GGEC1.c,gcc,14,-O1,1444,1444,1444.0,0.0490522384643554
codellama7,GGEC1.c,gcc,14,-O2,1438,1438,1438.0,0.0481965541839599
codellama7,GGEC1.c,gcc,14,-O3,1438,1438,1438.0,0.0490939617156982
codellama7,GGEC1.c,gcc,14,-Os,1431,1431,1431.0,0.0487346649169921
codellama7,GGEC1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0474650859832763
codellama7,QPRP1.c,gcc,14,-O0,1455,1455,1455.0,0.0466299057006835
codellama7,QPRP1.c,gcc,14,-O1,1443,1443,1443.0,0.0505445003509521
codellama7,QPRP1.c,gcc,14,-O2,1438,1438,1438.0,0.0481486320495605
codellama7,QPRP1.c,gcc,14,-O3,1438,1438,1438.0,0.0494029521942138
codellama7,QPRP1.c,gcc,14,-Os,1431,1431,1431.0,0.0472328662872314
codellama7,QPRP1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0497627258300781
codellama7,EDLM1.c,gcc,14,-O0,1451,1451,1451.0,0.0454413890838623
codellama7,EDLM1.c,gcc,14,-O1,1444,1444,1444.0,0.050307273864746
codellama7,EDLM1.c,gcc,14,-O2,1438,1438,1438.0,0.0484824180603027
codellama7,EDLM1.c,gcc,14,-O3,1438,1438,1438.0,0.0474689006805419
codellama7,EDLM1.c,gcc,14,-Os,1431,1431,1431.0,0.0463674068450927
codellama7,EDLM1.c,gcc,14,-Ofast,1534,1534,1534.0,0.047515869140625
codellama7,BVQY1.c,gcc,14,-O0,1455,1455,1455.0,0.0454442501068115
codellama7,BVQY1.c,gcc,14,-O1,1443,1443,1443.0,0.045623779296875
codellama7,BVQY1.c,gcc,14,-O2,1438,1438,1438.0,0.0494980812072753
codellama7,BVQY1.c,gcc,14,-O3,1438,1438,1438.0,0.0478789806365966
codellama7,BVQY1.c,gcc,14,-Os,1431,1431,1431.0,0.0477545261383056
codellama7,BVQY1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0499839782714843
codellama7,OQXX1.c,gcc,14,-O0,1451,1451,1451.0,0.0463542938232421
codellama7,OQXX1.c,gcc,14,-O1,1444,1444,1444.0,0.0482120513916015
codellama7,OQXX1.c,gcc,14,-O2,1438,1438,1438.0,0.0490453243255615
codellama7,OQXX1.c,gcc,14,-O3,1438,1438,1438.0,0.0499436855316162
codellama7,OQXX1.c,gcc,14,-Os,1431,1431,1431.0,0.0478360652923584
codellama7,OQXX1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0635757446289062
codellama7,UWZA1.c,gcc,14,-O0,1451,1451,1451.0,0.0855004787445068
codellama7,UWZA1.c,gcc,14,-O1,1444,1444,1444.0,0.0916049480438232
codellama7,UWZA1.c,gcc,14,-O2,1438,1438,1438.0,0.0941650867462158
codellama7,UWZA1.c,gcc,14,-O3,1438,1438,1438.0,0.0929005146026611
codellama7,UWZA1.c,gcc,14,-Os,1431,1431,1431.0,0.0891051292419433
codellama7,UWZA1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0903408527374267
codellama7,RIVQ1.c,gcc,14,-O0,1451,1451,1451.0,0.083747386932373
codellama7,RIVQ1.c,gcc,14,-O1,1444,1444,1444.0,0.0881373882293701
codellama7,RIVQ1.c,gcc,14,-O2,1438,1438,1438.0,0.0955417156219482
codellama7,RIVQ1.c,gcc,14,-O3,1438,1438,1438.0,0.0913231372833252
codellama7,RIVQ1.c,gcc,14,-Os,1431,1431,1431.0,0.0903613567352294
codellama7,RIVQ1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0929899215698242
codellama7,HZNF1.c,gcc,14,-O0,1455,1455,1455.0,0.0851898193359375
codellama7,HZNF1.c,gcc,14,-O1,1443,1443,1443.0,0.0894980430603027
codellama7,HZNF1.c,gcc,14,-O2,1438,1438,1438.0,0.0937418937683105
codellama7,HZNF1.c,gcc,14,-O3,1438,1438,1438.0,0.0928201675415039
codellama7,HZNF1.c,gcc,14,-Os,1431,1431,1431.0,0.0915019512176513
codellama7,HZNF1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0929844379425048
codellama7,BKPC1.c,gcc,14,-O0,1455,1455,1455.0,0.0846195220947265
codellama7,BKPC1.c,gcc,14,-O1,1443,1443,1443.0,0.0918667316436767
codellama7,BKPC1.c,gcc,14,-O2,1438,1438,1438.0,0.0923888683319091
codellama7,BKPC1.c,gcc,14,-O3,1438,1438,1438.0,0.0933265686035156
codellama7,BKPC1.c,gcc,14,-Os,1431,1431,1431.0,0.0914857387542724
codellama7,BKPC1.c,gcc,14,-Ofast,1534,1534,1534.0,0.09224176406860352
