folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size,time
deepseekv1instructed,FZSI2.c,gcc,14,-O3,1442,1442,1442.0,0.0472877025604248
deepseekv1instructed,FZSI2.c,gcc,14,-Os,1436,1436,1436.0,0.0474710464477539
deepseekv1instructed,FZSI2.c,gcc,14,-Ofast,1538,1538,1538.0,0.0511019229888916
deepseekv1instructed,EPFY3.c,gcc,14,-O0,1451,1451,1451.0,0.04302978515625
deepseekv1instructed,EPFY3.c,gcc,14,-O1,1445,1445,1445.0,0.0469970703125
deepseekv1instructed,EPFY3.c,gcc,14,-O2,1439,1439,1439.0,0.0472157001495361
deepseekv1instructed,EPFY3.c,gcc,14,-O3,1439,1439,1439.0,0.0474750995635986
deepseekv1instructed,EPFY3.c,gcc,14,-Os,1432,1432,1432.0,0.0470583438873291
deepseekv1instructed,EPFY3.c,gcc,14,-Ofast,1535,1535,1535.0,0.0468471050262451
deepseekv1instructed,EPFY4.c,gcc,14,-O0,1468,1468,1468.0,0.0427536964416503
deepseekv1instructed,EPFY4.c,gcc,14,-O1,1456,1456,1456.0,0.0478167533874511
deepseekv1instructed,EPFY4.c,gcc,14,-O2,1448,1448,1448.0,0.0525605678558349
deepseekv1instructed,EPFY4.c,gcc,14,-O3,1448,1448,1448.0,0.049842357635498
deepseekv1instructed,EPFY4.c,gcc,14,-Os,1441,1441,1441.0,0.0470340251922607
deepseekv1instructed,EPFY4.c,gcc,14,-Ofast,1544,1544,1544.0,0.0509545803070068
deepseekv1instructed,EPFY5.c,gcc,14,-O0,1468,1468,1468.0,0.0499465465545654
deepseekv1instructed,EPFY5.c,gcc,14,-O1,1456,1456,1456.0,0.0891296863555908
deepseekv1instructed,EPFY5.c,gcc,14,-O2,1448,1448,1448.0,0.0922038555145263
deepseekv1instructed,EPFY5.c,gcc,14,-O3,1448,1448,1448.0,0.0923442840576171
deepseekv1instructed,EPFY5.c,gcc,14,-Os,1441,1441,1441.0,0.0917410850524902
deepseekv1instructed,EPFY5.c,gcc,14,-Ofast,1544,1544,1544.0,0.0931847095489502
deepseekv1instructed,TBDX2.c,gcc,14,-O0,1445,1445,1445.0,0.0813977718353271
deepseekv1instructed,TBDX2.c,gcc,14,-O1,1281,1281,1281.0,0.0883827209472656
deepseekv1instructed,TBDX2.c,gcc,14,-O2,1286,1286,1286.0,0.091975450515747
deepseekv1instructed,TBDX2.c,gcc,14,-O3,1286,1286,1286.0,0.0905382633209228
deepseekv1instructed,TBDX2.c,gcc,14,-Os,1251,1251,1251.0,0.0895860195159912
deepseekv1instructed,TBDX2.c,gcc,14,-Ofast,1382,1382,1382.0,0.0897343158721923
deepseekv1instructed,YIFL3.c,gcc,14,-O0,1495,1495,1495.0,0.043877363204956
deepseekv1instructed,YIFL3.c,gcc,14,-O1,1451,1451,1451.0,0.0474493503570556
deepseekv1instructed,YIFL3.c,gcc,14,-O2,1438,1438,1438.0,0.0488984584808349
deepseekv1instructed,YIFL3.c,gcc,14,-O3,1438,1438,1438.0,0.0481407642364501
deepseekv1instructed,YIFL3.c,gcc,14,-Os,1431,1431,1431.0,0.0462434291839599
deepseekv1instructed,YIFL3.c,gcc,14,-Ofast,1534,1534,1534.0,0.048682689666748
deepseekv1instructed,HTTP3.c,gcc,14,-O0,1495,1495,1495.0,0.0447795391082763
deepseekv1instructed,HTTP3.c,gcc,14,-O1,1451,1451,1451.0,0.0474264621734619
deepseekv1instructed,HTTP3.c,gcc,14,-O2,1438,1438,1438.0,0.0468850135803222
deepseekv1instructed,HTTP3.c,gcc,14,-O3,1438,1438,1438.0,0.0483074188232421
deepseekv1instructed,HTTP3.c,gcc,14,-Os,1431,1431,1431.0,0.0456867218017578
deepseekv1instructed,HTTP3.c,gcc,14,-Ofast,1534,1534,1534.0,0.0481736660003662
deepseekv1instructed,PKWL1.c,gcc,14,-O0,1451,1451,1451.0,0.0462722778320312
deepseekv1instructed,PKWL1.c,gcc,14,-O1,1448,1448,1448.0,0.0515408515930175
deepseekv1instructed,PKWL1.c,gcc,14,-O2,1442,1442,1442.0,0.0500338077545166
deepseekv1instructed,PKWL1.c,gcc,14,-O3,1442,1442,1442.0,0.0500807762145996
deepseekv1instructed,PKWL1.c,gcc,14,-Os,1436,1436,1436.0,0.0469474792480468
deepseekv1instructed,PKWL1.c,gcc,14,-Ofast,1538,1538,1538.0,0.0476245880126953
deepseekv1instructed,PKWL2.c,gcc,14,-O0,1451,1451,1451.0,0.0429644584655761
deepseekv1instructed,PKWL2.c,gcc,14,-O1,1448,1448,1448.0,0.0457806587219238
deepseekv1instructed,PKWL2.c,gcc,14,-O2,1442,1442,1442.0,0.0469803810119628
deepseekv1instructed,PKWL2.c,gcc,14,-O3,1442,1442,1442.0,0.0477461814880371
deepseekv1instructed,PKWL2.c,gcc,14,-Os,1436,1436,1436.0,0.0476510524749755
deepseekv1instructed,PKWL2.c,gcc,14,-Ofast,1538,1538,1538.0,0.04921317100524902
