folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size
HTTP,HTTP3.c,gcc,9,-O0,1492,1492,1492.0
HTTP,HTTP3.c,gcc,9,-O1,1451,1451,1451.0
HTTP,HTTP3.c,gcc,9,-O2,1438,1438,1438.0
HTTP,HTTP3.c,gcc,9,-O3,1438,1438,1438.0
HTTP,HTTP3.c,gcc,9,-Os,1431,1431,1431.0
HTTP,HTTP3.c,gcc,9,-Ofast,1522,1522,1522.0
HTTP,HTTP3.c,gcc,10,-O0,1492,1492,1492.0
HTTP,HTTP3.c,gcc,10,-O1,1451,1451,1451.0
HTTP,HTTP3.c,gcc,10,-O2,1438,1438,1438.0
HTTP,HTTP3.c,gcc,10,-O3,1438,1438,1438.0
HTTP,HTTP3.c,gcc,10,-Os,1431,1431,1431.0
HTTP,HTTP3.c,gcc,10,-Ofast,1522,1522,1522.0
HTTP,HTTP3.c,gcc,11,-O0,1495,1495,1495.0
HTTP,HTTP3.c,gcc,11,-O1,1451,1451,1451.0
HTTP,HTTP3.c,gcc,11,-O2,1438,1438,1438.0
HTTP,HTTP3.c,gcc,11,-O3,1438,1438,1438.0
HTTP,HTTP3.c,gcc,11,-Os,1431,1431,1431.0
HTTP,HTTP3.c,gcc,11,-Ofast,1522,1522,1522.0
HTTP,HTTP3.c,gcc,12,-O0,1495,1495,1495.0
HTTP,HTTP3.c,gcc,12,-O1,1451,1451,1451.0
HTTP,HTTP3.c,gcc,12,-O2,1438,1438,1438.0
HTTP,HTTP3.c,gcc,12,-O3,1438,1438,1438.0
HTTP,HTTP3.c,gcc,12,-Os,1431,1431,1431.0
HTTP,HTTP3.c,gcc,12,-Ofast,1522,1522,1522.0
YIFL,YIFL3.c,gcc,9,-O0,1492,1492,1492.0
YIFL,YIFL3.c,gcc,9,-O1,1451,1451,1451.0
YIFL,YIFL3.c,gcc,9,-O2,1438,1438,1438.0
YIFL,YIFL3.c,gcc,9,-O3,1438,1438,1438.0
YIFL,YIFL3.c,gcc,9,-Os,1431,1431,1431.0
YIFL,YIFL3.c,gcc,9,-Ofast,1522,1522,1522.0
YIFL,YIFL3.c,gcc,10,-O0,1492,1492,1492.0
YIFL,YIFL3.c,gcc,10,-O1,1451,1451,1451.0
YIFL,YIFL3.c,gcc,10,-O2,1438,1438,1438.0
YIFL,YIFL3.c,gcc,10,-O3,1438,1438,1438.0
YIFL,YIFL3.c,gcc,10,-Os,1431,1431,1431.0
YIFL,YIFL3.c,gcc,10,-Ofast,1522,1522,1522.0
YIFL,YIFL3.c,gcc,11,-O0,1495,1495,1495.0
YIFL,YIFL3.c,gcc,11,-O1,1451,1451,1451.0
YIFL,YIFL3.c,gcc,11,-O2,1438,1438,1438.0
YIFL,YIFL3.c,gcc,11,-O3,1438,1438,1438.0
YIFL,YIFL3.c,gcc,11,-Os,1431,1431,1431.0
YIFL,YIFL3.c,gcc,11,-Ofast,1522,1522,1522.0
YIFL,YIFL3.c,gcc,12,-O0,1495,1495,1495.0
YIFL,YIFL3.c,gcc,12,-O1,1451,1451,1451.0
YIFL,YIFL3.c,gcc,12,-O2,1438,1438,1438.0
YIFL,YIFL3.c,gcc,12,-O3,1438,1438,1438.0
YIFL,YIFL3.c,gcc,12,-Os,1431,1431,1431.0
YIFL,YIFL3.c,gcc,12,-Ofast,1522,1522,1522.0
JWVD,JWVD2.c,gcc,9,-O0,1473,1473,1473.0
JWVD,JWVD2.c,gcc,9,-O1,1444,1444,1444.0
JWVD,JWVD2.c,gcc,9,-O2,1438,1438,1438.0
JWVD,JWVD2.c,gcc,9,-O3,1438,1438,1438.0
JWVD,JWVD2.c,gcc,9,-Os,1431,1431,1431.0
JWVD,JWVD2.c,gcc,9,-Ofast,1522,1522,1522.0
JWVD,JWVD2.c,gcc,10,-O0,1473,1473,1473.0
JWVD,JWVD2.c,gcc,10,-O1,1444,1444,1444.0
JWVD,JWVD2.c,gcc,10,-O2,1438,1438,1438.0
JWVD,JWVD2.c,gcc,10,-O3,1438,1438,1438.0
JWVD,JWVD2.c,gcc,10,-Os,1431,1431,1431.0
JWVD,JWVD2.c,gcc,10,-Ofast,1522,1522,1522.0
JWVD,JWVD2.c,gcc,11,-O0,1476,1476,1476.0
JWVD,JWVD2.c,gcc,11,-O1,1444,1444,1444.0
JWVD,JWVD2.c,gcc,11,-O2,1438,1438,1438.0
JWVD,JWVD2.c,gcc,11,-O3,1438,1438,1438.0
JWVD,JWVD2.c,gcc,11,-Os,1431,1431,1431.0
JWVD,JWVD2.c,gcc,11,-Ofast,1522,1522,1522.0
JWVD,JWVD2.c,gcc,12,-O0,1476,1476,1476.0
