model_name,seconds,code_name,caracteristcs,length
meta-llama/Meta-Llama-3.1-8B-Instruct,35.218668699264526,2EHW,3,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,35.27281665802002,KTQE,12,150
meta-llama/Meta-Llama-3.1-8B-Instruct,35.1009418964386,PLGE,10,22
meta-llama/Meta-Llama-3.1-8B-Instruct,35.01251840591431,NVUE,4,46
meta-llama/Meta-Llama-3.1-8B-Instruct,4.989085912704468,EBQV,4,30
meta-llama/Meta-Llama-3.1-8B-Instruct,34.61121082305908,PAR1,2,49
meta-llama/Meta-Llama-3.1-8B-Instruct,34.84174633026123,U9QA,1,35
meta-llama/Meta-Llama-3.1-8B-Instruct,35.01778697967529,PNFP,12,54
meta-llama/Meta-Llama-3.1-8B-Instruct,34.946638107299805,3VRY,14,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,34.863296031951904,A9EF,8,68
meta-llama/Meta-Llama-3.1-8B-Instruct,34.663195848464966,GC6F,8,108
meta-llama/Meta-Llama-3.1-8B-Instruct,34.68830132484436,0RWL,4,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,34.82729148864746,EY7C,6,80
meta-llama/Meta-Llama-3.1-8B-Instruct,5.545856714248657,SPNR,9,40
meta-llama/Meta-Llama-3.1-8B-Instruct,34.632965087890625,3J44,14,20
meta-llama/Meta-Llama-3.1-8B-Instruct,35.111703872680664,TSB1,12,179
meta-llama/Meta-Llama-3.1-8B-Instruct,34.672778367996216,3XAO,2,43
meta-llama/Meta-Llama-3.1-8B-Instruct,34.865041971206665,N0T5,12,100
meta-llama/Meta-Llama-3.1-8B-Instruct,34.64755296707153,5DPK,7,100
meta-llama/Meta-Llama-3.1-8B-Instruct,34.511038303375244,PZM4,2,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,34.908411741256714,8ECK,10,49
meta-llama/Meta-Llama-3.1-8B-Instruct,35.17379665374756,UB6X,12,25
meta-llama/Meta-Llama-3.1-8B-Instruct,2.653676748275757,JZD9,13,25
meta-llama/Meta-Llama-3.1-8B-Instruct,73.8947684764862,TIPZ,1,30
meta-llama/Meta-Llama-3.1-8B-Instruct,73.74652433395386,173B,1,39
meta-llama/Meta-Llama-3.1-8B-Instruct,9.907355070114136,RDQ2,6,48
meta-llama/Meta-Llama-3.1-8B-Instruct,74.07800483703613,6TFW,12,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,6.336146354675293,U7LH,1,37
meta-llama/Meta-Llama-3.1-8B-Instruct,73.98261499404907,5XLE,10,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,73.52555727958679,NIR6,2,59
meta-llama/Meta-Llama-3.1-8B-Instruct,73.11272954940796,OV4D,8,117
meta-llama/Meta-Llama-3.1-8B-Instruct,73.30083465576172,NKP7,6,52
meta-llama/Meta-Llama-3.1-8B-Instruct,73.87605261802673,0FIZ,3,30
meta-llama/Meta-Llama-3.1-8B-Instruct,73.77592945098877,MWXC,2,-1
meta-llama/Meta-Llama-3.1-8B-Instruct,74.05319619178772,3YGS,7,279
