Program,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions
S1BF0.out,10193055,6134248,76712,13682,1203508
S1BF0.out,10550323,6155797,76823,14316,1206607
S1BF0.out,10554708,6153307,72240,14153,1206365
S1BF0.out,10514843,6120008,66287,12135,1200497
S1BF0.out,10685291,6153573,77488,14904,1206801
S1BF0.out,10543269,6127329,67812,12855,1202342
S1BF0.out,10484055,6134399,66739,13696,1202990
S1BF0.out,10492794,6126109,66412,13056,1201502
S1BF0.out,10534983,6135520,73303,12717,1203169
S1BF0.out,10590712,6143144,74374,14365,1204916
S1BF0.out,10712866,6132789,65734,13874,1203229
S1BF0.out,10744916,6162858,67641,13762,1207792
S1BF0.out,10554076,6135967,71293,13753,1203080
S1BF0.out,10575476,6126624,71661,13783,1201604
S1BF0.out,10664992,6168247,73228,14670,1208609
S1BF0.out,10721600,6160998,73957,19194,1207722
S1BF0.out,10959642,6188746,78787,34092,1211401
S1BF0.out,10543591,6126788,69086,15241,1202290
S1BF0.out,10696012,6168320,79885,16780,1208955
S1BF0.out,10514339,6115760,71702,19754,1200159
S1BF0.out,10760320,6172156,74127,22005,1209677
S1BF0.out,10458031,6147433,82327,31714,1205908
S1BF0.out,10643567,6189538,86271,21987,1211832
S1BF0.out,10714453,6136383,80903,24309,1203308
S1BF0.out,10978783,6142912,71108,24773,1204496
S1BF0.out,10767359,6150066,71128,22099,1206338
S1BF0.out,10488105,6133572,66366,12722,1203285
S1BF0.out,10659833,6130756,67742,12413,1202888
S1BF0.out,10666466,6139840,72584,20066,1204300
S1BF0.out,11127591,6126060,74081,24487,1201850
S1BF0.out,10631358,6121853,69073,17725,1201192
S1BF0.out,10087371,6124275,73344,14485,1201603
S1BF0.out,10549938,6144847,68267,13718,1204861
S1BF0.out,10572929,6150332,67695,12106,1206302
S1BF0.out,10708736,6131676,68008,23661,1202969
S1BF0.out,10681765,6139644,69963,14923,1204107
S1BF0.out,10645460,6127864,70384,14058,1202228
S1BF0.out,10972687,6157914,77183,25296,1206592
S1BF0.out,10786463,6130398,77604,23269,1202095
S1BF0.out,10643482,6129652,70864,15170,1202161
S1BF0.out,10945636,6136577,77465,27800,1203768
S1BF0.out,10727776,6142616,74840,20116,1204244
S1BF0.out,10551409,6132681,71425,12086,1202581
S1BF0.out,10741870,6193482,71008,12757,1212602
S1BF0.out,10492362,6122599,70946,15089,1201512
S1BF0.out,10647993,6158011,71595,13354,1207314
S1BF0.out,10923019,6138371,76293,25047,1204225
S1BF0.out,10842932,6169084,79963,21313,1209261
S1BF0.out,10522831,6133288,72782,12847,1203326
S1BF0.out,10743658,6155282,76857,13400,1206131
S1BF0.out,10538251,6130158,74040,13536,1202070
S1BF0.out,10697664,6146616,72708,12509,1205129
S1BF0.out,10615332,6147357,66304,12137,1204898
S1BF0.out,10671491,6145127,73086,13539,1204305
S1BF0.out,10622086,6127457,71088,13160,1202245
S1BF0.out,10511012,6125104,69623,13453,1201355
S1BF0.out,10754409,6180051,83031,16144,1210095
S1BF0.out,10533488,6153794,69116,13400,1206499
S1BF0.out,10524670,6133503,67606,17759,1202838
S1BF0.out,10776179,6178538,79604,16961,1209919
S1BF0.out,10636660,6140926,67660,16877,1204476
S1BF0.out,10952798,6158385,89599,18209,1206447
S1BF0.out,10595293,6125446,64673,14324,1201497
S1BF0.out,10621967,6168900,78067,19292,1208384
S1BF0.out,10788999,6164905,75685,22474,1208021
S1BF0.out,10806427,6131822,66905,16780,1202775
S1BF0.out,10527556,6131600,69903,17526,1202671
S1BF0.out,11616270,6288476,78680,21064,1226970
S1BF0.out,10727248,6136039,73566,23356,1203261
S1BF0.out,10612173,6137925,75448,18674,1203386
S1BF0.out,10890301,6161386,84991,23048,1207385
S1BF0.out,10699861,6109724,70717,26128,1199196
S1BF0.out,10760332,6150895,77600,24053,1206070
S1BF0.out,10501394,6131049,63872,15947,1202491
S1BF0.out,10722010,6129704,69677,18726,1202497
S1BF0.out,10629905,6128110,75266,21371,1202598
S1BF0.out,10749992,6143151,70868,25418,1204807
S1BF0.out,10771822,6151988,78311,23129,1206722
S1BF0.out,10610789,6127540,65058,16674,1201871
S1BF0.out,10703515,6166067,70243,15420,1208545
S1BF0.out,10508113,6159800,69125,13487,1207568
S1BF0.out,10701913,6158285,70999,16415,1208163
S1BF0.out,10640566,6156410,76243,19536,1206416
S1BF0.out,10672354,6136436,70255,15558,1203759
S1BF0.out,10554496,6142145,67426,14610,1204341
S1BF0.out,10505799,6141749,72096,14569,1204210
S1BF0.out,10880015,6137030,74083,26206,1203465
S1BF0.out,10481795,6129937,70400,12815,1202313
S1BF0.out,10524399,6140211,73642,14574,1204526
S1BF0.out,10655310,6133218,71724,15822,1203213
S1BF0.out,10507208,6128236,66300,12628,1202421
S1BF0.out,10528895,6136928,65600,13243,1203455
S1BF0.out,10401152,6128797,67911,12335,1202323
S1BF0.out,10742374,6153974,73436,17788,1206351
S1BF0.out,10692437,6174353,78987,26505,1209304
S1BF0.out,10682750,6128446,67724,11959,1202023
S1BF0.out,10643703,6142590,75590,14179,1204689
S1BF0.out,10630559,6158458,70193,13825,1207169
S1BF0.out,10620591,6128880,65639,12378,1201449
S1BF0.out,10586901,6152469,72148,16761,1206190
S1BF0.out,10646317,6132793,70938,15352,1202981
S1BF0.out,10702082,6123701,64337,11908,1201639
S1BF0.out,10604324,6133246,69071,13847,1202701
S1BF0.out,10572847,6146458,66510,13830,1205181
S1BF0.out,10509858,6126973,73941,15475,1202203
S1BF0.out,10609544,6133663,67126,14061,1202879
S1BF0.out,10833519,6177436,78345,25025,1209924
S1BF0.out,10617623,6143865,68105,14103,1205051
S1BF0.out,10618557,6131860,66688,14406,1202143
S1BF0.out,10665983,6156991,71996,14443,1207026
S1BF0.out,10632963,6168927,71796,15377,1208429
S1BF0.out,10740910,6141896,76406,17259,1204378
S1BF0.out,10622060,6147097,67735,17276,1205195
S1BF0.out,10619430,6148227,73532,14969,1205336
S1BF0.out,10554784,6153098,65684,14065,1206471
S1BF0.out,10506892,6135156,72858,18766,1203192
S1BF0.out,10540520,6123199,71293,15493,1201425
S1BF0.out,10695337,6150889,75963,18383,1206416
S1BF0.out,10600888,6121989,68454,19486,1201054
S1BF0.out,10635269,6124650,68300,14735,1201159
S1BF0.out,10571590,6157769,68297,15467,1206927
S1BF0.out,10790232,6145834,77139,18875,1205438
S1BF0.out,10712388,6128830,67662,16730,1202488
S1BF0.out,10748195,6182836,83440,16896,1210978
S1BF0.out,10584703,6175938,79566,20143,1209713
S1BF0.out,10623794,6138054,70293,14893,1203740
S1BF0.out,10609559,6153036,74004,15671,1205715
S1BF0.out,10705388,6151608,75002,16521,1205993
S1BF0.out,10694274,6122939,63424,16210,1200838
S1BF0.out,10625084,6122388,70349,17548,1201219
S1BF0.out,10799961,6141085,79806,25320,1204538
S1BF0.out,10542535,6138063,75283,19054,1203768
S1BF0.out,10476184,6138350,71634,18431,1203689
S1BF0.out,10491396,6133978,69556,19583,1203029
S1BF0.out,10867361,6147191,76006,25262,1205623
S1BF0.out,10909049,6140148,76465,30980,1204580
S1BF0.out,11126204,6220351,76161,31092,1218052
S1BF0.out,10851791,6213927,92867,39116,1216382
S1BF0.out,10826189,6142974,77774,33531,1205051
S1BF0.out,10421396,6128970,66726,14183,1202074
S1BF0.out,10685460,6147871,68168,14758,1205689
S1BF0.out,10496020,6131103,66266,12991,1202514
S1BF0.out,10656847,6134213,67931,16073,1203325
S1BF0.out,11199278,6154188,78362,24949,1206740
S1BF0.out,9696227,6146664,77395,28256,1204738
S1BF0.out,10820110,6158147,86328,42104,1206785
S1BF0.out,10640046,6125638,78295,28205,1201466
S1BF0.out,10733690,6138414,70132,21913,1203872
S1BF0.out,10771996,6168515,75002,14215,1208724
S1BF0.out,10532373,6128790,70050,13159,1202161
S1BF0.out,10574927,6151851,76666,14920,1206134
S1BF0.out,10485679,6147055,69242,14560,1205237
S1BF0.out,10454019,6131309,72115,15102,1202733
S1BF0.out,10641079,6146710,67236,14357,1205462
S1BF0.out,10529776,6126825,66666,12652,1201618
S1BF0.out,10671970,6151748,73870,15175,1205989
S1BF0.out,10534680,6136300,72696,15711,1203951
S1BF0.out,10752946,6144301,70433,17176,1204500
S1BF0.out,10707511,6143553,69722,18043,1204867
S1BF0.out,10987571,6159322,74892,32371,1206967
S1BF0.out,10551939,6134418,75743,18986,1203391
S1BF0.out,10733057,6128461,72703,27354,1202590
S1BF0.out,10772513,6161822,78610,23106,1207597
S1BF0.out,10900572,6164904,75820,24325,1207813
S1BF0.out,10682170,6135452,75576,28918,1203065
S1BF0.out,11659940,6222819,106279,49438,1217068
S1BF0.out,10754122,6164637,78177,32279,1207757
S1BF0.out,10735748,6137637,77063,36508,1203938
S1BF0.out,10564463,6136835,80871,39409,1203407
S1BF0.out,11082514,6132237,88275,39559,1203123
S1BF0.out,9595046,6164847,87775,28596,1208246
S1BF0.out,11362832,6149558,76359,26559,1205963
S1BF0.out,10533393,6142954,80821,29195,1204744
S1BF0.out,10835436,6134673,69054,22936,1203514
S1BF0.out,10755079,6173905,82118,23588,1209875
S1BF0.out,10615175,6135169,71631,14384,1203726
S1BF0.out,10556787,6130358,66491,12646,1202202
S1BF0.out,10662660,6126470,65868,14757,1201878
S1BF0.out,10848562,6148531,72113,24324,1205922
S1BF0.out,10660989,6133797,67684,17030,1203417
S1BF0.out,10604306,6137290,65825,13728,1203490
S1BF0.out,10710930,6163028,70054,13263,1207694
S1BF0.out,10559490,6152390,75048,18556,1206081
S1BF0.out,10544230,6135145,75845,13122,1203537
S1BF0.out,10413801,6143280,70096,14384,1204308
S1BF0.out,10754654,6150104,74385,13573,1205914
S1BF0.out,10719835,6125459,64585,12428,1201928
S1BF0.out,10617353,6131678,69087,15755,1202891
S1BF0.out,10535619,6126809,70618,13487,1202107
S1BF0.out,10532156,6139639,71098,14327,1204293
S1BF0.out,10625530,6146212,70393,17016,1204875
S1BF0.out,10497162,6130849,64660,12003,1202882
S1BF0.out,10770299,6139462,71880,14763,1204433
S1BF0.out,10736842,6134321,66762,16011,1203349
S1BF0.out,10435652,6139736,63615,12026,1204500
S1BF0.out,10738628,6169398,74119,18166,1209212
S1BF0.out,11024847,6150218,78137,27468,1206589
S1BF0.out,10633872,6181999,79768,13563,1211813
S1BF0.out,10705815,6136174,73775,14339,1203645
S1BF0.out,10643065,6134775,73844,18606,1203664
S1BF0.out,10464928,6145835,71872,14943,1205839
S1BF0.out,10625203,6156410,66844,12361,1207182
S1BF0.out,10627139,6177150,70687,15164,1210854
S1BF0.out,10648312,6121735,71974,15203,1201234
S1BF0.out,10626952,6148047,78946,17364,1205649
S1BF0.out,10636768,6142984,68819,17777,1204365
S1BF0.out,10657929,6130619,71269,21237,1202929
S1BF0.out,10556906,6131381,71546,25488,1202857
S1BF0.out,9975113,6142299,85594,38294,1204208
S1BF0.out,10882227,6138495,71668,31277,1204082
S1BF0.out,11275883,6171348,78354,34753,1209045
S1BF0.out,10880380,6135658,75245,29831,1203069
S1BF0.out,11144170,6186820,84750,30794,1211666
S1BF0.out,10643405,6124236,67453,20314,1201652
S1BF0.out,10729095,6162772,79572,22180,1207988
S1BF0.out,10549287,6158379,70789,13841,1207225
S1BF0.out,10847962,6173832,72512,14919,1209207
S1BF0.out,10490852,6133279,66810,12527,1203361
S1BF0.out,10753258,6161306,73765,14660,1207783
S1BF0.out,10579385,6119266,69239,13623,1201018
S1BF0.out,10600727,6130142,64884,13231,1202244
S1BF0.out,10646865,6132817,65563,12072,1203245
S1BF0.out,10724394,6154272,71864,13024,1206429
S1BF0.out,10582040,6132014,71227,14398,1202922
S1BF0.out,10673369,6134465,65480,13954,1203383
S1BF0.out,10611521,6117284,67031,12895,1200554
S1BF0.out,10933882,6171964,82233,16642,1209972
S1BF0.out,10441323,6174825,74564,13642,1209495
S1BF0.out,10545026,6139687,66801,14314,1203843
S1BF0.out,10653787,6128931,69660,13102,1202043
S1BF0.out,10404881,6122384,71237,13418,1200944
S1BF0.out,10532810,6153485,70463,13782,1206550
S1BF0.out,10583193,6147820,67222,15047,1204462
S1BF0.out,10569490,6130507,66468,12540,1202544
S1BF0.out,10667326,6132925,65618,12121,1203157
S1BF0.out,10555846,6143583,66457,13609,1204966
S1BF0.out,10626237,6151478,72779,16867,1205968
S1BF0.out,10548114,6137243,76078,18497,1203461
S1BF0.out,10879683,6152755,78134,26004,1205741
S1BF0.out,10640277,6131776,64557,15857,1203113
S1BF0.out,10596975,6146522,74873,21842,1205713
S1BF0.out,10530944,6134730,72319,18243,1203601
S1BF0.out,10666877,6160695,68639,16688,1207021
S1BF0.out,10673007,6132370,71347,18257,1202574
S1BF0.out,10719358,6157838,77306,25976,1207283
S1BF0.out,10675709,6144050,67866,16629,1204655
S1BF0.out,10625764,6132547,69945,18159,1202955
S1BF0.out,10838185,6141417,65385,19795,1204031
S1BF0.out,10690553,6164743,72213,18504,1207689
S1BF0.out,10564174,6134814,67778,17254,1202897
S1BF0.out,10975851,6171721,71923,25284,1208875
S1BF0.out,10642812,6126985,65388,16573,1202411
S1BF0.out,10763257,6122209,71817,19786,1201202
S1BF0.out,10648059,6153230,80779,25906,1206426
S1BF0.out,10974378,6193338,82466,35420,1212622
S1BF0.out,10662959,6135346,77172,36195,1203656
S1BF0.out,11168539,6139710,90046,32622,1204438
S1BF0.out,10918954,6127082,74767,34032,1202089
S1BF0.out,10696495,6144223,72253,17389,1205469
S1BF0.out,10700051,6166104,75542,18672,1208082
S1BF0.out,10797410,6138148,71202,18849,1204327
S1BF0.out,10554087,6152724,72075,18415,1206615
S1BF0.out,10696204,6176463,102424,39910,1210047
S1BF0.out,10627291,6144091,80792,21320,1204712
S1BF0.out,10989360,6171721,86844,24220,1209161
S1BF0.out,10753511,6158749,75886,24585,1206886
S1BF0.out,10867235,6136651,67916,26080,1202948
S1BF0.out,10891341,6135216,75070,34209,1203550
S1BF0.out,11073422,6155544,85581,35120,1206867
S1BF0.out,10319922,6134267,73001,36003,1203570
S1BF0.out,10779414,6178806,81639,27544,1210805
S1BF0.out,10865270,6139374,77843,26613,1203765
S1BF0.out,10657308,6162244,81606,29296,1207373
S1BF0.out,10963180,6175606,76748,26271,1209731
S1BF0.out,10392712,6146961,79987,27947,1205171
S1BF0.out,10796052,6144688,70643,20701,1205027
S1BF0.out,10662805,6152110,74599,15242,1206342
S1BF0.out,10683635,6128118,69528,16075,1202297
S1BF0.out,10612844,6134776,72890,18997,1203517
S1BF0.out,10822068,6130327,69007,21449,1202639
S1BF0.out,11064501,6139754,88957,34485,1204164
S1BF0.out,10534096,6126735,69149,14862,1202073
S1BF0.out,10688886,6135148,70042,17241,1203445
S1BF0.out,10522891,6119688,69616,18869,1200282
S1BF0.out,10708218,6140549,67548,21583,1204527
S1BF0.out,10770110,6129927,65466,24008,1202571
S1BF0.out,11029380,6260028,96537,44236,1222929
S1BF0.out,10666775,6134547,81805,40250,1203376
S1BF0.out,10707546,6134379,71612,25726,1203529
S1BF0.out,10667726,6132914,81314,33426,1203417
S1BF0.out,11541603,6251965,80316,34621,1221201
S1BF0.out,10917686,6152584,81442,37029,1206092
S1BF0.out,11263753,6149071,76740,36547,1205947
S1BF0.out,11151143,6131528,78296,34999,1202954
S1BF0.out,9365472,6126646,80375,29117,1201918
S1BF0.out,9231566,6144505,79796,28519,1205031
S1BF0.out,10730835,6137131,72979,25223,1203340
S1BF0.out,10807949,6137128,68670,22299,1203616
S1BF0.out,11033555,6169132,73644,16145,1209191
S1BF0.out,10200425,6176533,84604,29546,1209694
S1BF0.out,10505590,6128328,68331,13639,1202171
S1BF0.out,10710555,6152446,69116,13296,1206154
S1BF0.out,10767710,6141848,68334,13168,1204288
S1BF0.out,10676257,6132713,72835,18991,1203163
S1BF0.out,10524132,6133548,67194,13787,1203491
S1BF0.out,10490151,6118424,67071,13708,1200667
S1BF0.out,11146292,6169723,79557,25506,1208923
S1BF0.out,10898260,6164574,84212,21590,1207889
S1BF0.out,10620020,6121033,67119,13230,1200973
S1BF0.out,10768513,6148816,69723,22328,1205529
S1BF0.out,10878848,6147321,75482,16915,1205631
S1BF0.out,11191403,6191944,80380,27941,1212495
S1BF0.out,10651153,6176503,85488,29289,1210006
S1BF0.out,10613662,6132792,77744,21252,1203179
S1BF0.out,10741237,6138719,79424,23216,1203973
S1BF0.out,10591432,6136017,76507,15120,1203678
S1BF0.out,10539785,6134938,70629,13674,1203558
S1BF0.out,10870555,6148510,74760,19097,1206225
S1BF0.out,10965009,6135214,69891,31347,1203202
S1BF0.out,10679756,6140763,69989,22292,1204800
S1BF0.out,10583392,6152477,74123,15111,1207245
S1BF0.out,10753257,6189393,72933,16874,1212975
S1BF0.out,10626772,6130309,69057,12822,1202876
S1BF0.out,10735056,6157770,74992,20129,1207408
S1BF0.out,10591635,6147741,68886,13605,1205738
S1BF0.out,10501963,6136446,71323,12545,1203822
S1BF0.out,10674806,6130934,68758,14232,1202405
S1BF0.out,10504532,6130016,65399,12438,1202313
S1BF0.out,10644760,6125231,70791,14494,1202083
S1BF0.out,10649678,6139027,76212,22219,1203794
S1BF0.out,10545959,6128976,67731,12925,1202514
S1BF0.out,10607877,6135027,65371,12976,1203259
S1BF0.out,10631311,6162294,74407,15882,1207493
S1BF0.out,10720110,6137826,69360,14090,1204186
S1BF0.out,10745498,6168191,78956,17077,1208450
S1BF0.out,10733815,6150240,65779,20930,1206150
S1BF0.out,10670936,6135971,67395,13345,1203316
S1BF0.out,10559434,6131389,68326,13720,1202915
S1BF0.out,10696618,6139967,74923,15509,1204413
S1BF0.out,10578744,6130942,72122,15756,1202781
S1BF0.out,10561419,6154695,78876,17272,1206095
S1BF0.out,11038540,6163984,87501,40026,1207740
S1BF0.out,10558398,6144261,64719,13913,1204621
S1BF0.out,10584588,6160715,78158,20575,1207419
S1BF0.out,10450015,6149908,72102,14784,1206502
S1BF0.out,10506242,6126601,69197,15867,1202168
S1BF0.out,10615844,6128947,67454,15563,1202446
S1BF0.out,10731118,6131574,94628,35909,1202436
S1BF0.out,10645468,6163123,74489,19313,1207714
S1BF0.out,10674686,6148329,78669,21977,1205638
S1BF0.out,10608988,6136105,67828,16798,1203909
S1BF0.out,10500437,6129122,66383,14862,1202233
S1BF0.out,10418515,6145417,75159,16852,1204910
S1BF0.out,10607566,6141080,98008,37542,1204479
S1BF0.out,10545021,6145129,77833,18252,1205300
S1BF0.out,10753617,6143412,73324,18005,1204505
S1BF0.out,10715962,6144660,74135,19533,1205355
S1BF0.out,10790693,6127555,65733,21085,1202210
S1BF0.out,10974087,6200507,85772,38720,1214014
S1BF0.out,10627931,6152515,79588,34331,1205679
S1BF0.out,10824497,6169814,77918,25495,1208975
S1BF0.out,11011281,6189027,84764,34242,1211962
S1BF0.out,11307491,6132272,69564,32674,1202616
S1BF0.out,11292919,6175640,79266,40240,1210306
S1BF0.out,10759840,6149513,79159,30929,1205964
S1BF0.out,10966490,6176986,77941,25779,1210230
S1BF0.out,10669358,6157220,82480,30574,1206930
S1BF0.out,10928512,6141946,77250,24228,1204647
S1BF0.out,11005388,6138821,77448,25651,1204117
S1BF0.out,10792801,6159605,75295,23696,1207177
S1BF0.out,10781123,6136180,72057,25222,1203570
S1BF0.out,10714872,6143666,67510,13912,1204708
S1BF0.out,11009409,6147306,78215,26568,1204731
S1BF0.out,10807860,6147664,74261,17864,1205203
S1BF0.out,10584190,6141580,74819,22632,1204522
S1BF0.out,10755783,6135464,74727,25508,1203234
S1BF0.out,10653002,6145815,68318,13875,1204652
S1BF0.out,10622900,6128985,69001,12725,1202634
S1BF0.out,10591102,6128538,70908,18906,1202657
S1BF0.out,10500932,6153834,75599,13642,1206527
S1BF0.out,10648385,6119555,69664,14698,1200512
S1BF0.out,10714359,6156726,70101,13249,1206598
S1BF0.out,10750929,6118121,65322,13362,1200653
S1BF0.out,10583368,6146789,74453,13699,1205401
S1BF0.out,10671896,6149074,74262,13487,1206305
S1BF0.out,10559622,6133927,71616,14628,1202856
S1BF0.out,10853405,6171267,75770,14977,1208867
S1BF0.out,10730214,6131835,72684,14218,1202894
S1BF0.out,10594119,6150195,73540,14574,1205624
S1BF0.out,10636085,6124390,69845,14890,1201648
S1BF0.out,10542096,6135286,65281,16172,1203567
S1BF0.out,10628308,6133361,68115,12652,1202899
S1BF0.out,10525243,6139491,70201,14813,1204276
S1BF0.out,10580561,6166307,71919,15060,1208614
S1BF0.out,10678615,6143460,69148,15102,1204837
S1BF0.out,10691481,6163866,76631,18416,1207775
S1BF0.out,11036970,6144907,93884,35486,1204667
S1BF0.out,10620068,6139360,75143,20854,1204150
S1BF0.out,10661738,6125939,77830,22846,1202003
S1BF0.out,10607781,6135314,68023,16903,1203745
S1BF0.out,10839641,6138230,73432,18045,1204159
S1BF0.out,10820736,6122584,72482,21010,1201426
S1BF0.out,10387921,6138875,86788,37926,1204182
S1BF0.out,10543114,6131633,71935,21115,1203061
S1BF0.out,10542302,6109290,66403,11880,1199217
S1BF0.out,10433503,6114872,68507,12663,1199681
S1BF0.out,10661546,6156169,72838,13236,1206714
S1BF0.out,10607689,6140924,71128,14265,1204660
S1BF0.out,10474205,6139178,70328,20119,1204311
S1BF0.out,10626583,6129198,67893,12878,1202542
S1BF0.out,10761036,6161324,83484,21585,1207790
S1BF0.out,10681638,6140785,68898,13986,1204402
S1BF0.out,10910606,6166247,83087,33034,1208403
S1BF0.out,10556359,6134893,68107,14187,1203147
S1BF0.out,10589227,6131458,66010,13834,1202505
S1BF0.out,10597016,6140786,67861,12252,1203981
S1BF0.out,10459588,6132623,66954,12240,1203393
S1BF0.out,10613803,6128612,67627,12632,1202344
S1BF0.out,10551680,6142998,72987,14731,1204247
S1BF0.out,10648994,6135445,68550,14475,1203178
S1BF0.out,10776424,6191249,84692,24245,1212354
S1BF0.out,10561603,6129468,63418,12538,1201858
S1BF0.out,10567874,6120905,69205,16283,1201112
S1BF0.out,10488435,6135807,71160,14415,1203127
S1BF0.out,10459805,6139202,67347,14484,1203803
S1BF0.out,10612651,6163356,75104,19201,1208240
S1BF0.out,10904695,6153000,75230,27622,1206540
S1BF0.out,10678870,6149360,73738,19105,1205496
S1BF0.out,10585252,6131758,72611,17351,1203048
S1BF0.out,10677163,6156093,73978,22289,1206681
S1BF0.out,10604918,6133637,66533,15821,1203399
S1BF0.out,10653918,6145756,80026,21242,1205150
S1BF0.out,11090606,6224202,107666,41890,1217241
S1BF0.out,10741977,6155786,70299,17992,1206212
S1BF0.out,10522645,6166615,77160,19142,1208351
S1BF0.out,10529256,6137325,70011,19520,1203604
S1BF0.out,10698623,6127012,73706,21883,1201836
S1BF0.out,10940258,6143474,79812,36344,1205131
S1BF0.out,10396681,6134882,80643,34972,1203522
S1BF0.out,10729242,6145691,70354,18414,1205027
S1BF0.out,10715621,6163727,76246,19804,1208608
S1BF0.out,11198163,6196569,93714,29502,1213680
S1BF0.out,10633746,6147660,74989,20776,1205702
S1BF0.out,10525732,6128115,69710,19144,1201943
S1BF0.out,10728888,6140423,72711,21403,1204238
S1BF0.out,10772200,6142907,68405,20046,1204816
S1BF0.out,10723355,6155371,75941,16670,1207480
S1BF0.out,10753233,6166927,73234,19658,1209489
S1BF0.out,10786775,6144470,75676,19882,1205313
S1BF0.out,10747189,6164334,74755,18746,1207919
S1BF0.out,10626996,6172206,88361,35466,1209720
S1BF0.out,10596466,6128166,73412,18810,1202289
S1BF0.out,10883782,6188485,83666,27862,1212053
S1BF0.out,10794265,6197483,82991,22200,1213330
S1BF0.out,10648181,6141112,73461,19673,1204193
S1BF0.out,11009292,6182061,78372,25736,1211082
S1BF0.out,10858253,6163461,86055,35442,1208037
S1BF0.out,10643533,6148333,82447,23979,1205362
S1BF0.out,10680515,6127706,74184,24378,1202400
S1BF0.out,10732351,6127531,70054,27188,1202410
S1BF0.out,11157691,6146188,78350,38657,1204404
S1BF0.out,10775921,6134294,71345,34171,1202908
S1BF0.out,11489330,6159239,80721,36804,1207256
S1BF0.out,10194116,6134074,83111,33325,1203225
S1BF0.out,10764513,6152836,83034,38251,1206698
S1BF0.out,10632014,6126427,68244,20497,1202173
S1BF0.out,10534369,6124936,66527,13179,1201268
S1BF0.out,10542170,6142772,73270,14343,1204451
S1BF0.out,10393234,6121325,73912,15170,1200855
S1BF0.out,10653710,6124465,73491,14684,1201853
S1BF0.out,10604115,6121546,64020,12001,1200637
S1BF0.out,10555786,6137044,65170,12926,1203850
S1BF0.out,10692087,6156187,75179,14629,1206591
S1BF0.out,10543304,6135932,66382,12753,1202933
S1BF0.out,10900367,6149729,73210,30474,1205544
S1BF0.out,10696449,6146069,75984,17360,1205389
S1BF0.out,10714928,6128439,72550,18582,1202470
S1BF0.out,10514671,6123478,70103,15077,1201564
S1BF0.out,10557558,6138528,73757,15616,1204219
S1BF0.out,10738912,6134066,69716,15979,1202662
S1BF0.out,10473074,6154659,80588,33029,1206276
S1BF0.out,10663776,6162935,80679,19405,1208139
S1BF0.out,10787496,6164439,79272,21171,1208062
S1BF0.out,10637829,6131490,65305,21281,1202489
S1BF0.out,11001478,6127370,86906,35896,1202219
S1BF0.out,10759270,6175015,74402,26588,1209540
S1BF0.out,10665134,6137316,79258,33560,1203667
S1BF0.out,11252609,6141869,78812,40439,1204720
S1BF0.out,9286916,6129153,79784,36532,1202209
