folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size,time
FVJB,FVJB1.c,gcc,9,-O0,1454,1454,1454.0,3.4673283100128174
FVJB,FVJB1.c,gcc,9,-O1,1453,1453,1453.0,2.0920629501342773
FVJB,FVJB1.c,gcc,9,-O2,1444,1444,1444.0,2.4403305053710938
FVJB,FVJB1.c,gcc,9,-O3,1444,1444,1444.0,1.8652446269989007
FVJB,FVJB1.c,gcc,9,-Os,1437,1437,1437.0,1.652296543121338
FVJB,FVJB1.c,gcc,9,-Ofast,1528,1528,1528.0,1.6677305698394775
FVJB,FVJB1.c,gcc,10,-O0,1454,1454,1454.0,3.56618070602417
FVJB,FVJB1.c,gcc,10,-O1,1453,1453,1453.0,1.853506088256836
FVJB,FVJB1.c,gcc,10,-O2,1444,1444,1444.0,2.145805835723877
FVJB,FVJB1.c,gcc,10,-O3,1444,1444,1444.0,2.264101505279541
FVJB,FVJB1.c,gcc,10,-Os,1437,1437,1437.0,1.6988284587860107
FVJB,FVJB1.c,gcc,10,-Ofast,1528,1528,1528.0,1.747774362564087
FVJB,FVJB1.c,gcc,11,-O0,1457,1457,1457.0,2.0195400714874268
FVJB,FVJB1.c,gcc,11,-O1,1455,1455,1455.0,2.0378897190093994
FVJB,FVJB1.c,gcc,11,-O2,1444,1444,1444.0,1.833410263061524
FVJB,FVJB1.c,gcc,11,-O3,1444,1444,1444.0,2.0099663734436035
FVJB,FVJB1.c,gcc,11,-Os,1437,1437,1437.0,1.8872692584991453
FVJB,FVJB1.c,gcc,11,-Ofast,1528,1528,1528.0,2.0303151607513428
FVJB,FVJB1.c,gcc,12,-O0,1457,1457,1457.0,3.712719678878784
FVJB,FVJB1.c,gcc,12,-O1,1455,1455,1455.0,1.872021198272705
FVJB,FVJB1.c,gcc,12,-O2,1444,1444,1444.0,2.0882232189178467
FVJB,FVJB1.c,gcc,12,-O3,1444,1444,1444.0,2.0237250328063965
FVJB,FVJB1.c,gcc,12,-Os,1437,1437,1437.0,1.8541247844696045
FVJB,FVJB1.c,gcc,12,-Ofast,1528,1528,1528.0,1.987226486206055
