folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size,time
deepseekv2instructed,ALAA1.c,gcc,14,-O0,1439,1439,1439.0,0.044074535369873
deepseekv2instructed,ALAA1.c,gcc,14,-O1,1439,1439,1439.0,0.0472044944763183
deepseekv2instructed,ALAA1.c,gcc,14,-O2,1434,1434,1434.0,0.0496277809143066
deepseekv2instructed,ALAA1.c,gcc,14,-O3,1434,1434,1434.0,0.0492756366729736
deepseekv2instructed,ALAA1.c,gcc,14,-Os,1427,1427,1427.0,0.0451099872589111
deepseekv2instructed,ALAA1.c,gcc,14,-Ofast,1530,1530,1530.0,0.0468523502349853
deepseekv2instructed,ALAA2.c,gcc,14,-O0,1483,1483,1483.0,0.0438594818115234
deepseekv2instructed,ALAA2.c,gcc,14,-O1,1475,1475,1475.0,0.0487215518951416
deepseekv2instructed,ALAA2.c,gcc,14,-O2,1434,1434,1434.0,0.0471255779266357
deepseekv2instructed,ALAA2.c,gcc,14,-O3,1434,1434,1434.0,0.0475499629974365
deepseekv2instructed,ALAA2.c,gcc,14,-Os,1427,1427,1427.0,0.0473968982696533
deepseekv2instructed,ALAA2.c,gcc,14,-Ofast,1530,1530,1530.0,0.0487735271453857
deepseekv2instructed,ALAA3.c,gcc,14,-O0,1552,1552,1552.0,0.045579195022583
deepseekv2instructed,ALAA3.c,gcc,14,-O1,1475,1475,1475.0,0.0479934215545654
deepseekv2instructed,ALAA3.c,gcc,14,-O2,1434,1434,1434.0,0.0475378036499023
deepseekv2instructed,ALAA3.c,gcc,14,-O3,1434,1434,1434.0,0.0470824241638183
deepseekv2instructed,ALAA3.c,gcc,14,-Os,1427,1427,1427.0,0.0516035556793212
deepseekv2instructed,ALAA3.c,gcc,14,-Ofast,1530,1530,1530.0,0.0495524406433105
deepseekv2instructed,CNJI1.c,gcc,14,-O0,1449,1449,1449.0,0.045464277267456
deepseekv2instructed,CNJI1.c,gcc,14,-O1,1446,1446,1446.0,0.0467531681060791
deepseekv2instructed,CNJI1.c,gcc,14,-O2,1438,1438,1438.0,0.0486493110656738
deepseekv2instructed,CNJI1.c,gcc,14,-O3,1438,1438,1438.0,0.0466806888580322
deepseekv2instructed,CNJI1.c,gcc,14,-Os,1431,1431,1431.0,0.0478372573852539
deepseekv2instructed,CNJI1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0456955432891845
deepseekv2instructed,CNJI2.c,gcc,14,-O0,1449,1449,1449.0,0.0446913242340087
deepseekv2instructed,CNJI2.c,gcc,14,-O1,1446,1446,1446.0,0.0461170673370361
deepseekv2instructed,CNJI2.c,gcc,14,-O2,1438,1438,1438.0,0.0484838485717773
deepseekv2instructed,CNJI2.c,gcc,14,-O3,1438,1438,1438.0,0.0461649894714355
deepseekv2instructed,CNJI2.c,gcc,14,-Os,1431,1431,1431.0,0.0462827682495117
deepseekv2instructed,CNJI2.c,gcc,14,-Ofast,1534,1534,1534.0,0.0463500022888183
deepseekv2instructed,CNJI3.c,gcc,14,-O0,1532,1532,1532.0,0.0427174568176269
deepseekv2instructed,CNJI3.c,gcc,14,-O1,1520,1520,1520.0,0.0484192371368408
deepseekv2instructed,CNJI3.c,gcc,14,-O2,1438,1438,1438.0,0.0506458282470703
deepseekv2instructed,CNJI3.c,gcc,14,-O3,1438,1438,1438.0,0.0472490787506103
deepseekv2instructed,CNJI3.c,gcc,14,-Os,1431,1431,1431.0,0.0883736610412597
deepseekv2instructed,CNJI3.c,gcc,14,-Ofast,1534,1534,1534.0,0.0931897163391113
deepseekv2instructed,MORH1.c,gcc,14,-O0,1451,1451,1451.0,0.0795032978057861
deepseekv2instructed,MORH1.c,gcc,14,-O1,1444,1444,1444.0,0.0891330242156982
deepseekv2instructed,MORH1.c,gcc,14,-O2,1438,1438,1438.0,0.0909483432769775
deepseekv2instructed,MORH1.c,gcc,14,-O3,1438,1438,1438.0,0.0903277397155761
deepseekv2instructed,MORH1.c,gcc,14,-Os,1431,1431,1431.0,0.0891904830932617
deepseekv2instructed,MORH1.c,gcc,14,-Ofast,1534,1534,1534.0,0.0901219844818115
deepseekv2instructed,MORH2.c,gcc,14,-O0,1487,1487,1487.0,0.0814268589019775
deepseekv2instructed,MORH2.c,gcc,14,-O1,1495,1495,1495.0,0.0926756858825683
deepseekv2instructed,MORH2.c,gcc,14,-O2,1541,1541,1541.0,0.1043739318847656
deepseekv2instructed,MORH2.c,gcc,14,-O3,1541,1541,1541.0,0.1047484874725341
deepseekv2instructed,MORH2.c,gcc,14,-Os,1495,1495,1495.0,0.1039214134216308
deepseekv2instructed,MORH2.c,gcc,14,-Ofast,1637,1637,1637.0,0.1042361259460449
deepseekv2instructed,MORH3.c,gcc,14,-O0,1550,1550,1550.0,0.083658218383789
deepseekv2instructed,MORH3.c,gcc,14,-O1,1523,1523,1523.0,0.0961143970489502
deepseekv2instructed,MORH3.c,gcc,14,-O2,1505,1505,1505.0,0.1066744327545166
deepseekv2instructed,MORH3.c,gcc,14,-O3,1505,1505,1505.0,0.081449270248413
deepseekv2instructed,MORH3.c,gcc,14,-Os,1521,1521,1521.0,0.0536596775054931
deepseekv2instructed,MORH3.c,gcc,14,-Ofast,1601,1601,1601.0,0.0554304122924804
deepseekv2instructed,PFGS1.c,gcc,14,-O0,1457,1457,1457.0,0.0441324710845947
deepseekv2instructed,PFGS1.c,gcc,14,-O1,1452,1452,1452.0,0.0466649532318115
deepseekv2instructed,PFGS1.c,gcc,14,-O2,1447,1447,1447.0,0.0515754222869873
deepseekv2instructed,PFGS1.c,gcc,14,-O3,1447,1447,1447.0,0.0486457347869873
deepseekv2instructed,PFGS1.c,gcc,14,-Os,1437,1437,1437.0,0.0476739406585693
deepseekv2instructed,PFGS1.c,gcc,14,-Ofast,1543,1543,1543.0,0.0473747253417968
deepseekv2instructed,PFGS2.c,gcc,14,-O0,1475,1475,1475.0,0.0450923442840576
deepseekv2instructed,PFGS2.c,gcc,14,-O1,1483,1483,1483.0,0.046424388885498
deepseekv2instructed,PFGS2.c,gcc,14,-O2,1442,1442,1442.0,0.0489318370819091
deepseekv2instructed,PFGS2.c,gcc,14,-O3,1442,1442,1442.0,0.0472857952117919
deepseekv2instructed,PFGS2.c,gcc,14,-Os,1434,1434,1434.0,0.0460834503173828
deepseekv2instructed,PFGS2.c,gcc,14,-Ofast,1538,1538,1538.0,0.0497260093688964
deepseekv2instructed,PFGS3.c,gcc,14,-O0,1488,1488,1488.0,0.0442621707916259
deepseekv2instructed,PFGS3.c,gcc,14,-O1,1483,1483,1483.0,0.0513954162597656
deepseekv2instructed,PFGS3.c,gcc,14,-O2,1451,1451,1451.0,0.0495858192443847
deepseekv2instructed,PFGS3.c,gcc,14,-O3,1451,1451,1451.0,0.0494933128356933
deepseekv2instructed,PFGS3.c,gcc,14,-Os,1444,1444,1444.0,0.047616958618164
deepseekv2instructed,PFGS3.c,gcc,14,-Ofast,1547,1547,1547.0,0.0516481399536132
deepseekv2instructed,PFGS4.c,gcc,14,-O0,1497,1497,1497.0,0.0446975231170654
deepseekv2instructed,PFGS4.c,gcc,14,-O1,1502,1502,1502.0,0.0499732494354248
deepseekv2instructed,PFGS4.c,gcc,14,-O2,1472,1472,1472.0,0.0518438816070556
deepseekv2instructed,PFGS4.c,gcc,14,-O3,1472,1472,1472.0,0.0501549243927001
deepseekv2instructed,PFGS4.c,gcc,14,-Os,1461,1461,1461.0,0.051858901977539
deepseekv2instructed,PFGS4.c,gcc,14,-Ofast,1568,1568,1568.0,0.0512552261352539
deepseekv2instructed,HFHW1.c,gcc,14,-O0,1468,1468,1468.0,0.0470316410064697
deepseekv2instructed,HFHW1.c,gcc,14,-O1,1520,1520,1520.0,0.0475590229034423
deepseekv2instructed,HFHW1.c,gcc,14,-O2,1498,1498,1498.0,0.0521228313446044
deepseekv2instructed,HFHW1.c,gcc,14,-O3,1498,1498,1498.0,0.0536708831787109
deepseekv2instructed,HFHW1.c,gcc,14,-Os,1468,1468,1468.0,0.0486073493957519
deepseekv2instructed,HFHW1.c,gcc,14,-Ofast,1594,1594,1594.0,0.0515861511230468
deepseekv2instructed,HFHW2.c,gcc,14,-O0,1518,1518,1518.0,0.0413413047790527
deepseekv2instructed,HFHW2.c,gcc,14,-O1,1509,1509,1509.0,0.0512783527374267
deepseekv2instructed,HFHW2.c,gcc,14,-O2,1498,1498,1498.0,0.0517315864562988
deepseekv2instructed,HFHW2.c,gcc,14,-O3,1498,1498,1498.0,0.0521118640899658
deepseekv2instructed,HFHW2.c,gcc,14,-Os,1468,1468,1468.0,0.0851428508758544
deepseekv2instructed,HFHW2.c,gcc,14,-Ofast,1594,1594,1594.0,0.095837116241455
deepseekv2instructed,HFHW3.c,gcc,14,-O0,1661,1661,1661.0,0.0847814083099365
deepseekv2instructed,HFHW3.c,gcc,14,-O1,1595,1595,1595.0,0.1032519340515136
deepseekv2instructed,HFHW3.c,gcc,14,-O2,1594,1594,1594.0,0.1110880374908447
deepseekv2instructed,HFHW3.c,gcc,14,-O3,1594,1594,1594.0,0.1122128963470459
deepseekv2instructed,HFHW3.c,gcc,14,-Os,1545,1545,1545.0,0.111135721206665
deepseekv2instructed,HFHW3.c,gcc,14,-Ofast,1694,1694,1694.0,0.1124475002288818
deepseekv2instructed,UQEI1.c,gcc,14,-O0,1480,1480,1480.0,0.0833051204681396
deepseekv2instructed,UQEI1.c,gcc,14,-O1,1502,1502,1502.0,0.0941333770751953
deepseekv2instructed,UQEI1.c,gcc,14,-O2,1471,1471,1471.0,0.1018550395965576
deepseekv2instructed,UQEI1.c,gcc,14,-O3,1751,1751,1751.0,0.1178762912750244
deepseekv2instructed,UQEI1.c,gcc,14,-Os,1464,1464,1464.0,0.0971546173095703
deepseekv2instructed,UQEI1.c,gcc,14,-Ofast,1815,1815,1815.0,0.1090590953826904
deepseekv2instructed,UQEI2.c,gcc,14,-O0,1480,1480,1480.0,0.0819840431213378
deepseekv2instructed,UQEI2.c,gcc,14,-O1,1502,1502,1502.0,0.0962116718292236
deepseekv2instructed,UQEI2.c,gcc,14,-O2,1471,1471,1471.0,0.0996558666229248
deepseekv2instructed,UQEI2.c,gcc,14,-O3,1751,1751,1751.0,0.1092603206634521
deepseekv2instructed,UQEI2.c,gcc,14,-Os,1464,1464,1464.0,0.0684852600097656
deepseekv2instructed,UQEI2.c,gcc,14,-Ofast,1815,1815,1815.0,0.0565822124481201
deepseekv2instructed,UQEI3.c,gcc,14,-O0,1542,1542,1542.0,0.0456788539886474
deepseekv2instructed,UQEI3.c,gcc,14,-O1,1579,1579,1579.0,0.0491609573364257
deepseekv2instructed,UQEI3.c,gcc,14,-O2,1511,1511,1511.0,0.055631399154663
deepseekv2instructed,UQEI3.c,gcc,14,-O3,1962,1962,1962.0,0.0689656734466552
deepseekv2instructed,UQEI3.c,gcc,14,-Os,1494,1494,1494.0,0.0523598194122314
deepseekv2instructed,UQEI3.c,gcc,14,-Ofast,2058,2058,2058.0,0.0744929313659668
deepseekv2instructed,UQEI4.c,gcc,14,-O0,1587,1587,1587.0,0.0463440418243408
deepseekv2instructed,UQEI4.c,gcc,14,-O1,1643,1643,1643.0,0.0499947071075439
deepseekv2instructed,UQEI4.c,gcc,14,-O2,1574,1574,1574.0,0.0559415817260742
deepseekv2instructed,UQEI4.c,gcc,14,-O3,2056,2056,2056.0,0.0736019611358642
deepseekv2instructed,UQEI4.c,gcc,14,-Os,1504,1504,1504.0,0.0540757179260253
deepseekv2instructed,UQEI4.c,gcc,14,-Ofast,2152,2152,2152.0,0.0749335289001464
deepseekv2instructed,UQEI5.c,gcc,14,-O0,1587,1587,1587.0,0.0440826416015625
deepseekv2instructed,UQEI5.c,gcc,14,-O1,1643,1643,1643.0,0.0516285896301269
deepseekv2instructed,UQEI5.c,gcc,14,-O2,1574,1574,1574.0,0.05625581741333
deepseekv2instructed,UQEI5.c,gcc,14,-O3,2056,2056,2056.0,0.0724818706512451
deepseekv2instructed,UQEI5.c,gcc,14,-Os,1504,1504,1504.0,0.0537829399108886
deepseekv2instructed,UQEI5.c,gcc,14,-Ofast,2152,2152,2152.0,0.077500581741333
deepseekv2instructed,UQEI6.c,gcc,14,-O0,1587,1587,1587.0,0.044867992401123
deepseekv2instructed,UQEI6.c,gcc,14,-O1,1643,1643,1643.0,0.0538814067840576
deepseekv2instructed,UQEI6.c,gcc,14,-O2,1574,1574,1574.0,0.0567526817321777
deepseekv2instructed,UQEI6.c,gcc,14,-O3,2056,2056,2056.0,0.0755491256713867
deepseekv2instructed,UQEI6.c,gcc,14,-Os,1504,1504,1504.0,0.0518844127655029
deepseekv2instructed,UQEI6.c,gcc,14,-Ofast,2152,2152,2152.0,0.0745429992675781
deepseekv2instructed,KNGG1.c,gcc,14,-O0,1438,1438,1438.0,0.0469896793365478
deepseekv2instructed,KNGG1.c,gcc,14,-O1,1441,1441,1441.0,0.0492219924926757
deepseekv2instructed,KNGG1.c,gcc,14,-O2,1433,1433,1433.0,0.0496840476989746
deepseekv2instructed,KNGG1.c,gcc,14,-O3,1433,1433,1433.0,0.0471742153167724
deepseekv2instructed,KNGG1.c,gcc,14,-Os,1426,1426,1426.0,0.0780823230743408
deepseekv2instructed,KNGG1.c,gcc,14,-Ofast,1529,1529,1529.0,0.0900449752807617
deepseekv2instructed,KNGG2.c,gcc,14,-O0,1480,1480,1480.0,0.086146593093872
deepseekv2instructed,KNGG2.c,gcc,14,-O1,1502,1502,1502.0,0.1265063285827636
deepseekv2instructed,KNGG2.c,gcc,14,-O2,1471,1471,1471.0,0.1005127429962158
deepseekv2instructed,KNGG2.c,gcc,14,-O3,1751,1751,1751.0,0.1079742908477783
deepseekv2instructed,KNGG2.c,gcc,14,-Os,1464,1464,1464.0,0.0936422348022461
deepseekv2instructed,KNGG2.c,gcc,14,-Ofast,1815,1815,1815.0,0.111415147781372
deepseekv2instructed,KNGG3.c,gcc,14,-O0,1508,1508,1508.0,0.0828113555908203
deepseekv2instructed,KNGG3.c,gcc,14,-O1,1541,1541,1541.0,0.1004242897033691
deepseekv2instructed,KNGG3.c,gcc,14,-O2,1528,1528,1528.0,0.1068718433380127
deepseekv2instructed,KNGG3.c,gcc,14,-O3,1524,1524,1524.0,0.1079051494598388
deepseekv2instructed,KNGG3.c,gcc,14,-Os,1484,1484,1484.0,0.0993227958679199
deepseekv2instructed,KNGG3.c,gcc,14,-Ofast,1620,1620,1620.0,0.1071045398712158
