model_name,seconds,code_name,caracteristcs,length
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,10.207123279571531,MOJQ,6,64
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.672392845153809,JZMJ,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.656265497207642,RVQN,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,16.32751154899597,UITB,8,161
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,33.18066763877869,EN62,5,92
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.563131809234619,UYYF,12,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,14.739994049072266,IMCD,8,157
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.103216886520386,0G9F,9,48
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,6.331436634063721,88IV,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.446357250213623,XOHC,12,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,88.65608716011047,8K76,4,82
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.985839128494263,R9AA,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.82994031906128,RUTN,9,60
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,11.209582090377808,RBBK,7,90
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,10.537044048309326,0UKH,2,73
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,9.618002653121948,S9CR,6,98
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,9.530518293380736,84WY,9,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,28.6330795288086,EQRP,8,312
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.578454971313477,WXAP,3,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,22.168315172195435,LSRH,7,-1
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,11.007545471191406,PPOQ,9,41
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.651863098144531,7KME,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.400959730148315,KX6I,3,39
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,12.058863162994385,VIS4,8,126
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.843639850616455,SLT9,7,90
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.660648822784424,6ADT,2,68
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.159214973449707,N7M4,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.645263910293579,4A2R,3,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.140979766845703,2IQY,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.68874192237854,18CE,13,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.259345769882202,77PF,3,37
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,15.956159114837646,WJXW,7,147
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,11.456982851028442,4RHL,7,119
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,56.51811742782593,QOOI,11,145
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.677603244781494,JKRF,2,76
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.538393497467041,VOO2,11,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,37.3318018913269,MI5M,11,59
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.4315290451049805,YMCM,3,37
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5077900886535645,Z3P7,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,188.2905671596527,Z6V3,5,70
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.296626091003418,J9FM,6,82
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.541290044784546,XK1V,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,6.847870349884033,7AGW,14,22
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.69510006904602,12OW,2,76
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,19.79356789588928,SK0S,4,60
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5855860710144043,VY6Y,13,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.191425085067749,9A4A,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,387.0419516563416,5N8C,5,70
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.574556827545166,RNZG,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.745307922363281,PONY,6,55
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.912209272384644,4AX8,14,22
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.862151384353638,ZKB7,7,90
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.644795656204224,U1EA,2,76
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.68149995803833,B3OA,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5490100383758545,7IG7,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.556765079498291,MILE,13,20
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,15.532542943954468,KZHT,7,167
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.795657873153687,DFG2,7,88
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.551020622253418,Q2FB,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.182115077972412,KPKQ,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,21.18959951400757,ANZD,8,217
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,9.33785629272461,EQA5,2,75
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.838391304016113,QM6I,6,55
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,10.694414377212524,9L86,11,75
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.171021938323975,H0I2,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.352333784103394,PHV6,6,84
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.00942063331604,CTKF,13,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,784.6325182914734,EOID,5,70
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.521265268325806,KB53,13,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.610782623291016,1R9F,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.502737998962402,3LZ6,13,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5642218589782715,QSB5,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.642255306243896,8XAK,2,75
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5672388076782227,G7FT,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,14.698946952819824,4WOF,8,157
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.634437084197998,46J8,12,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,29.418441772460938,BHWE,5,-1
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,722.2205212116241,ZVC4,5,70
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,15.067272424697876,7592,8,113
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,29.326605081558228,ZQIG,7,305
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,9.780117511749268,WKWX,2,75
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.807780027389526,QW3P,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,32.99797201156616,S4RL,12,107
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.670427560806274,1ZNW,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.654929399490356,2XDH,2,76
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.255915641784668,LHCI,9,48
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.548281192779541,T9E9,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.776071071624756,3U1G,6,55
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5379111766815186,IOC4,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,13.639410257339478,KJE5,8,142
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.728535652160645,48ZE,7,88
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.5177838802337646,NDJF,14,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,14.744195222854614,8KRT,8,157
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.09760046005249,1L7T,1,36
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.947543382644653,9FJ2,7,90
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,49.74872040748596,X830,12,-1
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,27.96993517875672,V65E,8,85
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.797034502029419,C9BH,6,55
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.783075332641602,X5V7,9,48
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.598467588424683,XKRF,13,20
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.245723485946655,S9GU,12,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.979116439819336,32ID,2,75
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,13.419043064117432,1M4A,7,90
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,11.242226600646973,HHNU,7,119
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.494744062423706,YPR9,2,76
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.235717535018921,7BGK,12,21
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.072122812271118,E4VU,9,48
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,5.358319997787476,A7RO,12,21
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,8.45042109489441,4C2C,9,45
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,4.579394817352295,FV5P,10,42
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,7.216035842895508,H1CR,13,20
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,32.15223455429077,BDRV,8,325
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,87.3331515789032,CPY3,4,187
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.530951499938965,ZF5K,13,18
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,2.866241216659546,3WS5,14,22
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,19.08726453781128,A90B,8,209
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,11.255396842956545,04XV,7,119
