folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size
PKLP,PKLP1.c,gcc,9,-O0,1456,1456,1456.0
PKLP,PKLP1.c,gcc,9,-O1,1452,1452,1452.0
PKLP,PKLP1.c,gcc,9,-O2,1444,1444,1444.0
PKLP,PKLP1.c,gcc,9,-O3,1444,1444,1444.0
PKLP,PKLP1.c,gcc,9,-Os,1443,1443,1443.0
PKLP,PKLP1.c,gcc,9,-Ofast,1528,1528,1528.0
PKLP,PKLP1.c,gcc,10,-O0,1456,1456,1456.0
PKLP,PKLP1.c,gcc,10,-O1,1452,1452,1452.0
PKLP,PKLP1.c,gcc,10,-O2,1444,1444,1444.0
PKLP,PKLP1.c,gcc,10,-O3,1444,1444,1444.0
PKLP,PKLP1.c,gcc,10,-Os,1443,1443,1443.0
PKLP,PKLP1.c,gcc,10,-Ofast,1528,1528,1528.0
PKLP,PKLP1.c,gcc,11,-O0,1459,1459,1459.0
PKLP,PKLP1.c,gcc,11,-O1,1452,1452,1452.0
PKLP,PKLP1.c,gcc,11,-O2,1444,1444,1444.0
PKLP,PKLP1.c,gcc,11,-O3,1444,1444,1444.0
PKLP,PKLP1.c,gcc,11,-Os,1440,1440,1440.0
PKLP,PKLP1.c,gcc,11,-Ofast,1528,1528,1528.0
PKLP,PKLP1.c,gcc,12,-O0,1459,1459,1459.0
PKLP,PKLP1.c,gcc,12,-O1,1452,1452,1452.0
PKLP,PKLP1.c,gcc,12,-O2,1444,1444,1444.0
PKLP,PKLP1.c,gcc,12,-O3,1444,1444,1444.0
PKLP,PKLP1.c,gcc,12,-Os,1440,1440,1440.0
PKLP,PKLP1.c,gcc,12,-Ofast,1528,1528,1528.0
PKLP,PKLP2.c,gcc,9,-O0,1489,1489,1489.0
PKLP,PKLP2.c,gcc,9,-O1,1481,1481,1481.0
PKLP,PKLP2.c,gcc,9,-O2,1467,1467,1467.0
PKLP,PKLP2.c,gcc,9,-O3,1467,1467,1467.0
PKLP,PKLP2.c,gcc,9,-Os,1445,1445,1445.0
PKLP,PKLP2.c,gcc,9,-Ofast,1551,1551,1551.0
PKLP,PKLP2.c,gcc,10,-O0,1489,1489,1489.0
PKLP,PKLP2.c,gcc,10,-O1,1485,1485,1485.0
PKLP,PKLP2.c,gcc,10,-O2,1467,1467,1467.0
PKLP,PKLP2.c,gcc,10,-O3,1467,1467,1467.0
PKLP,PKLP2.c,gcc,10,-Os,1445,1445,1445.0
PKLP,PKLP2.c,gcc,10,-Ofast,1551,1551,1551.0
PKLP,PKLP2.c,gcc,11,-O0,1492,1492,1492.0
PKLP,PKLP2.c,gcc,11,-O1,1474,1474,1474.0
PKLP,PKLP2.c,gcc,11,-O2,1467,1467,1467.0
PKLP,PKLP2.c,gcc,11,-O3,1467,1467,1467.0
PKLP,PKLP2.c,gcc,11,-Os,1445,1445,1445.0
PKLP,PKLP2.c,gcc,11,-Ofast,1551,1551,1551.0
PKLP,PKLP2.c,gcc,12,-O0,1492,1492,1492.0
PKLP,PKLP2.c,gcc,12,-O1,1475,1475,1475.0
PKLP,PKLP2.c,gcc,12,-O2,1469,1469,1469.0
PKLP,PKLP2.c,gcc,12,-O3,1469,1469,1469.0
PKLP,PKLP2.c,gcc,12,-Os,1445,1445,1445.0
PKLP,PKLP2.c,gcc,12,-Ofast,1553,1553,1553.0
PKLP,PKLP3.c,gcc,9,-O0,1489,1489,1489.0
PKLP,PKLP3.c,gcc,9,-O1,1481,1481,1481.0
PKLP,PKLP3.c,gcc,9,-O2,1467,1467,1467.0
PKLP,PKLP3.c,gcc,9,-O3,1467,1467,1467.0
PKLP,PKLP3.c,gcc,9,-Os,1445,1445,1445.0
PKLP,PKLP3.c,gcc,9,-Ofast,1551,1551,1551.0
PKLP,PKLP3.c,gcc,10,-O0,1489,1489,1489.0
PKLP,PKLP3.c,gcc,10,-O1,1485,1485,1485.0
PKLP,PKLP3.c,gcc,10,-O2,1467,1467,1467.0
PKLP,PKLP3.c,gcc,10,-O3,1467,1467,1467.0
PKLP,PKLP3.c,gcc,10,-Os,1445,1445,1445.0
PKLP,PKLP3.c,gcc,10,-Ofast,1551,1551,1551.0
PKLP,PKLP3.c,gcc,11,-O0,1492,1492,1492.0
PKLP,PKLP3.c,gcc,11,-O1,1474,1474,1474.0
PKLP,PKLP3.c,gcc,11,-O2,1467,1467,1467.0
PKLP,PKLP3.c,gcc,11,-O3,1467,1467,1467.0
PKLP,PKLP3.c,gcc,11,-Os,1445,1445,1445.0
PKLP,PKLP3.c,gcc,11,-Ofast,1551,1551,1551.0
PKLP,PKLP3.c,gcc,12,-O0,1492,1492,1492.0
PKLP,PKLP3.c,gcc,12,-O1,1475,1475,1475.0
PKLP,PKLP3.c,gcc,12,-O2,1469,1469,1469.0
PKLP,PKLP3.c,gcc,12,-O3,1469,1469,1469.0
PKLP,PKLP3.c,gcc,12,-Os,1445,1445,1445.0
PKLP,PKLP3.c,gcc,12,-Ofast,1553,1553,1553.0
PKLP,PKLP9.c,gcc,9,-O0,2165,2165,2165.0
PKLP,PKLP9.c,gcc,9,-O1,1902,1902,1902.0
PKLP,PKLP9.c,gcc,9,-O2,1891,1891,1891.0
PKLP,PKLP9.c,gcc,9,-O3,1783,1783,1783.0
PKLP,PKLP9.c,gcc,9,-Os,1811,1811,1811.0
PKLP,PKLP9.c,gcc,9,-Ofast,1867,1867,1867.0
PKLP,PKLP9.c,gcc,10,-O0,2165,2165,2165.0
PKLP,PKLP9.c,gcc,10,-O1,1901,1901,1901.0
PKLP,PKLP9.c,gcc,10,-O2,1891,1891,1891.0
PKLP,PKLP9.c,gcc,10,-O3,1783,1783,1783.0
PKLP,PKLP9.c,gcc,10,-Os,1820,1820,1820.0
PKLP,PKLP9.c,gcc,10,-Ofast,1867,1867,1867.0
PKLP,PKLP9.c,gcc,11,-O0,2177,2177,2177.0
PKLP,PKLP9.c,gcc,11,-O1,1894,1894,1894.0
PKLP,PKLP9.c,gcc,11,-O2,1888,1888,1888.0
PKLP,PKLP9.c,gcc,11,-O3,1780,1780,1780.0
PKLP,PKLP9.c,gcc,11,-Os,1813,1813,1813.0
PKLP,PKLP9.c,gcc,11,-Ofast,1868,1868,1868.0
PKLP,PKLP9.c,gcc,12,-O0,2177,2177,2177.0
PKLP,PKLP9.c,gcc,12,-O1,1896,1896,1896.0
PKLP,PKLP9.c,gcc,12,-O2,1905,1905,1905.0
PKLP,PKLP9.c,gcc,12,-O3,1765,1765,1765.0
PKLP,PKLP9.c,gcc,12,-Os,1821,1821,1821.0
PKLP,PKLP9.c,gcc,12,-Ofast,1853,1853,1853.0
YGRJ,YGRJ2.c,gcc,9,-O0,1493,1493,1493.0
YGRJ,YGRJ2.c,gcc,9,-O1,1423,1423,1423.0
YGRJ,YGRJ2.c,gcc,9,-O2,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,9,-O3,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,9,-Os,1414,1414,1414.0
YGRJ,YGRJ2.c,gcc,9,-Ofast,1526,1526,1526.0
YGRJ,YGRJ2.c,gcc,10,-O0,1493,1493,1493.0
YGRJ,YGRJ2.c,gcc,10,-O1,1423,1423,1423.0
YGRJ,YGRJ2.c,gcc,10,-O2,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,10,-O3,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,10,-Os,1414,1414,1414.0
YGRJ,YGRJ2.c,gcc,10,-Ofast,1526,1526,1526.0
YGRJ,YGRJ2.c,gcc,11,-O0,1496,1496,1496.0
YGRJ,YGRJ2.c,gcc,11,-O1,1423,1423,1423.0
YGRJ,YGRJ2.c,gcc,11,-O2,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,11,-O3,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,11,-Os,1414,1414,1414.0
YGRJ,YGRJ2.c,gcc,11,-Ofast,1526,1526,1526.0
YGRJ,YGRJ2.c,gcc,12,-O0,1496,1496,1496.0
YGRJ,YGRJ2.c,gcc,12,-O1,1423,1423,1423.0
YGRJ,YGRJ2.c,gcc,12,-O2,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,12,-O3,1438,1438,1438.0
YGRJ,YGRJ2.c,gcc,12,-Os,1414,1414,1414.0
YGRJ,YGRJ2.c,gcc,12,-Ofast,1526,1526,1526.0
YGRJ,YGRJ8.c,gcc,9,-O0,1398,1398,1398.0
YGRJ,YGRJ8.c,gcc,9,-O1,1370,1370,1370.0
YGRJ,YGRJ8.c,gcc,9,-O2,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,9,-O3,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,9,-Os,1362,1362,1362.0
YGRJ,YGRJ8.c,gcc,9,-Ofast,1462,1462,1462.0
YGRJ,YGRJ8.c,gcc,10,-O0,1398,1398,1398.0
YGRJ,YGRJ8.c,gcc,10,-O1,1370,1370,1370.0
YGRJ,YGRJ8.c,gcc,10,-O2,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,10,-O3,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,10,-Os,1362,1362,1362.0
YGRJ,YGRJ8.c,gcc,10,-Ofast,1462,1462,1462.0
YGRJ,YGRJ8.c,gcc,11,-O0,1401,1401,1401.0
YGRJ,YGRJ8.c,gcc,11,-O1,1370,1370,1370.0
YGRJ,YGRJ8.c,gcc,11,-O2,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,11,-O3,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,11,-Os,1362,1362,1362.0
YGRJ,YGRJ8.c,gcc,11,-Ofast,1462,1462,1462.0
YGRJ,YGRJ8.c,gcc,12,-O0,1401,1401,1401.0
YGRJ,YGRJ8.c,gcc,12,-O1,1370,1370,1370.0
YGRJ,YGRJ8.c,gcc,12,-O2,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,12,-O3,1378,1378,1378.0
YGRJ,YGRJ8.c,gcc,12,-Os,1362,1362,1362.0
YGRJ,YGRJ8.c,gcc,12,-Ofast,1462,1462,1462.0
YGRJ,YGRJ9.c,gcc,9,-O0,1434,1434,1434.0
YGRJ,YGRJ9.c,gcc,9,-O1,1404,1404,1404.0
YGRJ,YGRJ9.c,gcc,9,-O2,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,9,-O3,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,9,-Os,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,9,-Ofast,1486,1486,1486.0
YGRJ,YGRJ9.c,gcc,10,-O0,1434,1434,1434.0
YGRJ,YGRJ9.c,gcc,10,-O1,1404,1404,1404.0
YGRJ,YGRJ9.c,gcc,10,-O2,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,10,-O3,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,10,-Os,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,10,-Ofast,1486,1486,1486.0
YGRJ,YGRJ9.c,gcc,11,-O0,1437,1437,1437.0
YGRJ,YGRJ9.c,gcc,11,-O1,1404,1404,1404.0
YGRJ,YGRJ9.c,gcc,11,-O2,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,11,-O3,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,11,-Os,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,11,-Ofast,1486,1486,1486.0
YGRJ,YGRJ9.c,gcc,12,-O0,1437,1437,1437.0
YGRJ,YGRJ9.c,gcc,12,-O1,1404,1404,1404.0
YGRJ,YGRJ9.c,gcc,12,-O2,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,12,-O3,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,12,-Os,1402,1402,1402.0
YGRJ,YGRJ9.c,gcc,12,-Ofast,1486,1486,1486.0
FAAU,FAAU1.c,gcc,9,-O0,1478,1478,1478.0
FAAU,FAAU1.c,gcc,9,-O1,1499,1499,1499.0
FAAU,FAAU1.c,gcc,9,-O2,1518,1518,1518.0
FAAU,FAAU1.c,gcc,9,-O3,1518,1518,1518.0
FAAU,FAAU1.c,gcc,9,-Os,1504,1504,1504.0
FAAU,FAAU1.c,gcc,9,-Ofast,1602,1602,1602.0
FAAU,FAAU1.c,gcc,10,-O0,1478,1478,1478.0
FAAU,FAAU1.c,gcc,10,-O1,1499,1499,1499.0
FAAU,FAAU1.c,gcc,10,-O2,1518,1518,1518.0
FAAU,FAAU1.c,gcc,10,-O3,1518,1518,1518.0
FAAU,FAAU1.c,gcc,10,-Os,1504,1504,1504.0
FAAU,FAAU1.c,gcc,10,-Ofast,1602,1602,1602.0
FAAU,FAAU1.c,gcc,11,-O0,1484,1484,1484.0
FAAU,FAAU1.c,gcc,11,-O1,1499,1499,1499.0
FAAU,FAAU1.c,gcc,11,-O2,1518,1518,1518.0
FAAU,FAAU1.c,gcc,11,-O3,1518,1518,1518.0
FAAU,FAAU1.c,gcc,11,-Os,1504,1504,1504.0
FAAU,FAAU1.c,gcc,11,-Ofast,1602,1602,1602.0
FAAU,FAAU1.c,gcc,12,-O0,1484,1484,1484.0
FAAU,FAAU1.c,gcc,12,-O1,1499,1499,1499.0
