model_name,seconds,code_name,caracteristcs,length,previous_code,folder_id
meta-llama/Meta-Llama-3.1-8B-Instruct,34.449798822402954,OJNS3,5,113,OJNS2,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,17.311668872833252,OJNS4,8,162,OJNS3,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,25.831441164016724,OJNS5,5,163,OJNS4,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,25.803258895874023,OJNS6,1,189,OJNS5,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,19.013931274414062,OJNS7,12,187,OJNS6,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,20.864124536514282,OJNS8,14,234,OJNS7,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,19.980427265167236,OJNS9,11,335,OJNS8,OJNS
meta-llama/Meta-Llama-3.1-8B-Instruct,38.188676595687866,BRAM1,10,92,None,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,31.164419412612915,BRAM2,5,115,BRAM1,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,3.943922996520996,BRAM3,5,91,BRAM2,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,14.633631706237793,BRAM4,2,120,BRAM3,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,11.73379373550415,BRAM5,6,119,BRAM4,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,29.60685157775879,BRAM6,10,140,BRAM5,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,10.78312635421753,BRAM7,3,139,BRAM6,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,19.964008569717407,BRAM8,6,300,BRAM7,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,14.864450931549072,BRAM9,11,300,BRAM8,BRAM
meta-llama/Meta-Llama-3.1-8B-Instruct,14.412657499313354,YNAQ1,1,26,None,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,9.173584699630737,YNAQ2,8,91,YNAQ1,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,18.62720251083374,YNAQ3,9,109,YNAQ2,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,8.585506439208984,YNAQ4,14,120,YNAQ3,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,18.173720836639404,YNAQ5,3,127,YNAQ4,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,28.863540172576904,YNAQ6,9,126,YNAQ5,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,29.908379793167114,YNAQ7,9,207,YNAQ6,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,9.008811235427856,YNAQ8,9,206,YNAQ7,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,22.287083387374878,YNAQ9,12,55,YNAQ8,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,13.236009359359741,YNAQ10,8,162,YNAQ9,YNAQ
meta-llama/Meta-Llama-3.1-8B-Instruct,38.08265161514282,YQXO1,9,14,None,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,37.16368246078491,YQXO2,3,29,YQXO1,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,9.965056419372559,YQXO3,8,145,YQXO2,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,26.45043182373047,YQXO4,6,146,YQXO3,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,17.33356213569641,YQXO5,3,145,YQXO4,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,27.380978107452393,YQXO6,11,144,YQXO5,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,6.296881437301636,YQXO7,9,144,YQXO6,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,6.101196527481079,YQXO8,10,143,YQXO7,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,26.45287299156189,YQXO9,2,8,YQXO8,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,37.83195471763611,YQXO10,6,30,YQXO9,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,36.698142766952515,YQXO11,1,61,YQXO10,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,13.5669264793396,YQXO12,11,51,YQXO11,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,13.835218667984009,YQXO13,11,117,YQXO12,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,10.528895616531372,YQXO14,4,167,YQXO13,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,16.201260089874268,YQXO15,13,168,YQXO14,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,12.261582612991333,YQXO16,2,80,YQXO15,YQXO
meta-llama/Meta-Llama-3.1-8B-Instruct,37.49673628807068,ONFT1,3,38,None,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,4.354891538619995,ONFT2,8,100,ONFT1,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,19.25851345062256,ONFT3,6,165,ONFT2,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,25.101059198379517,ONFT4,6,162,ONFT3,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,18.75955605506897,ONFT5,4,184,ONFT4,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,11.837110757827759,ONFT6,4,162,ONFT5,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,21.464725255966187,ONFT7,2,187,ONFT6,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,23.46708393096924,ONFT8,5,186,ONFT7,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,19.42063331604004,ONFT9,14,199,ONFT8,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,22.48006772994995,ONFT10,9,198,ONFT9,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,18.824756622314453,ONFT11,4,246,ONFT10,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,13.456660747528076,ONFT12,5,245,ONFT11,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,19.387901782989502,ONFT13,9,248,ONFT12,ONFT
meta-llama/Meta-Llama-3.1-8B-Instruct,37.583311319351196,TOJF1,5,55,None,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,34.52118229866028,TOJF2,13,141,TOJF1,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,27.348424196243286,TOJF3,11,140,TOJF2,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,27.616779327392578,TOJF4,9,184,TOJF3,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,23.313554763793945,TOJF5,4,183,TOJF4,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,24.084147930145264,TOJF6,6,218,TOJF5,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,21.418617963790894,TOJF7,11,208,TOJF6,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,22.443966388702393,TOJF8,11,206,TOJF7,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,22.145256996154785,TOJF9,10,207,TOJF8,TOJF
meta-llama/Meta-Llama-3.1-8B-Instruct,38.15118670463562,MAXP1,11,115,None,MAXP
meta-llama/Meta-Llama-3.1-8B-Instruct,29.556208610534668,MAXP2,4,145,MAXP1,MAXP
meta-llama/Meta-Llama-3.1-8B-Instruct,12.656708240509033,MAXP3,9,186,MAXP2,MAXP
meta-llama/Meta-Llama-3.1-8B-Instruct,23.860893726348877,MAXP4,13,185,MAXP3,MAXP
meta-llama/Meta-Llama-3.1-8B-Instruct,20.40497589111328,MAXP5,9,298,MAXP4,MAXP
meta-llama/Meta-Llama-3.1-8B-Instruct,37.88860607147217,FNTB1,6,93,None,FNTB
meta-llama/Meta-Llama-3.1-8B-Instruct,30.97598171234131,FNTB2,14,105,FNTB1,FNTB
meta-llama/Meta-Llama-3.1-8B-Instruct,10.246206521987915,FNTB3,5,233,FNTB2,FNTB
meta-llama/Meta-Llama-3.1-8B-Instruct,11.681207180023193,FNTB4,1,265,FNTB3,FNTB
meta-llama/Meta-Llama-3.1-8B-Instruct,17.31448459625244,FNTB5,4,299,FNTB4,FNTB
meta-llama/Meta-Llama-3.1-8B-Instruct,14.053583860397339,FNTB6,3,327,FNTB5,FNTB
meta-llama/Meta-Llama-3.1-8B-Instruct,38.695186376571655,TKQO1,9,41,None,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,36.96320104598999,TKQO2,5,103,TKQO1,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,4.501053333282471,TKQO3,11,99,TKQO2,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,31.40888214111328,TKQO4,11,120,TKQO3,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,19.659444570541382,TKQO5,2,158,TKQO4,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,10.092268466949463,TKQO6,2,216,TKQO5,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,10.751345872879028,TKQO7,6,238,TKQO6,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,19.853904485702515,TKQO8,5,215,TKQO7,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,19.998979091644287,TKQO9,12,219,TKQO8,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,21.464082956314087,TKQO10,10,245,TKQO9,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,19.124043703079224,TKQO11,14,126,TKQO10,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,15.25711464881897,TKQO12,2,151,TKQO11,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,21.074735164642334,TKQO13,9,225,TKQO12,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,19.267870664596558,TKQO14,14,240,TKQO13,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,19.485063791275024,TKQO15,7,290,TKQO14,TKQO
meta-llama/Meta-Llama-3.1-8B-Instruct,38.92428922653198,DBAS1,6,52,None,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,3.93568754196167,DBAS2,9,89,DBAS1,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,17.81656789779663,DBAS3,14,96,DBAS2,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,31.74633240699768,DBAS4,5,98,DBAS3,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,31.566901922225952,DBAS5,14,104,DBAS4,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,23.134177446365356,DBAS6,13,196,DBAS5,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,11.298480987548828,DBAS7,6,194,DBAS6,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,23.835771083831787,DBAS8,13,308,DBAS7,DBAS
meta-llama/Meta-Llama-3.1-8B-Instruct,39.643315076828,OBPM1,10,21,None,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,38.522923707962036,OBPM2,8,106,OBPM1,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,31.39249849319458,OBPM3,10,142,OBPM2,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,27.84926676750183,OBPM4,4,141,OBPM3,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,28.106469869613647,OBPM5,7,144,OBPM4,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,12.203579664230347,OBPM6,14,146,OBPM5,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,27.905797004699707,OBPM7,4,182,OBPM6,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,22.742597579956055,OBPM8,8,218,OBPM7,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,21.730229377746582,OBPM9,11,73,OBPM8,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,34.161617279052734,OBPM10,11,71,OBPM9,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,13.068865537643433,OBPM11,14,85,OBPM10,OBPM
meta-llama/Meta-Llama-3.1-8B-Instruct,7.082743167877197,XOAJ1,6,58,None,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,4.370683908462524,XOAJ2,3,81,XOAJ1,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,33.18673276901245,XOAJ3,12,81,XOAJ2,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,14.833125591278076,XOAJ4,7,86,XOAJ3,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,16.050897121429443,XOAJ5,2,110,XOAJ4,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,8.486810684204102,XOAJ6,1,107,XOAJ5,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,31.65729808807373,XOAJ7,7,4,XOAJ6,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,11.002270698547363,XOAJ8,3,256,XOAJ7,XOAJ
meta-llama/Meta-Llama-3.1-8B-Instruct,15.614290237426758,CPXI1,5,47,None,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,36.420597553253174,CPXI2,10,69,CPXI1,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,21.47672462463379,CPXI3,4,117,CPXI2,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,30.19534730911255,CPXI4,11,118,CPXI3,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,29.745884656906128,CPXI5,8,156,CPXI4,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,26.742462158203125,CPXI6,14,222,CPXI5,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,21.079726219177246,CPXI7,5,221,CPXI6,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,10.189320802688599,CPXI8,14,228,CPXI7,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,21.014954090118408,CPXI9,5,226,CPXI8,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,21.170501470565796,CPXI10,11,202,CPXI9,CPXI
meta-llama/Meta-Llama-3.1-8B-Instruct,38.65791893005371,MWLR1,14,31,None,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,4.503130912780762,MWLR2,6,94,MWLR1,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,17.607908964157104,MWLR3,8,124,MWLR2,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,30.008559703826904,MWLR4,11,123,MWLR3,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,18.92429757118225,MWLR5,4,153,MWLR4,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,27.06351399421692,MWLR6,4,153,MWLR5,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,22.468382596969604,MWLR7,14,183,MWLR6,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,24.70998764038086,MWLR8,12,181,MWLR7,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,16.709726572036743,MWLR9,10,205,MWLR8,MWLR
meta-llama/Meta-Llama-3.1-8B-Instruct,4.179194927215576,YGRJ1,14,21,None,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,38.62227153778076,YGRJ2,9,132,YGRJ1,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,17.485261917114258,YGRJ3,3,167,YGRJ2,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,26.39805245399475,YGRJ4,4,167,YGRJ3,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,26.5882568359375,YGRJ5,6,184,YGRJ4,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,9.685549259185791,YGRJ6,7,175,YGRJ5,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,21.872167110443115,YGRJ7,14,203,YGRJ6,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,22.860452890396118,YGRJ8,13,40,YGRJ7,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,2.858471155166626,YGRJ9,13,60,YGRJ8,YGRJ
meta-llama/Meta-Llama-3.1-8B-Instruct,15.702193021774292,LXKD1,4,36,None,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,36.880152463912964,LXKD2,5,67,LXKD1,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,12.739317893981934,LXKD3,1,87,LXKD2,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,22.935467004776,LXKD4,14,104,LXKD3,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,31.423537015914917,LXKD5,4,104,LXKD4,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,10.03213882446289,LXKD6,4,132,LXKD5,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,29.236384630203247,LXKD7,3,152,LXKD6,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,27.760395526885986,LXKD8,14,173,LXKD7,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,22.756577491760254,LXKD9,5,240,LXKD8,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,20.027666330337524,LXKD10,1,271,LXKD9,LXKD
meta-llama/Meta-Llama-3.1-8B-Instruct,38.5471556186676,DXVZ1,14,91,None,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,7.363694190979004,DXVZ2,4,163,DXVZ1,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,21.72165012359619,DXVZ3,5,186,DXVZ2,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,18.1835355758667,DXVZ4,9,215,DXVZ3,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,22.023504972457886,DXVZ5,5,214,DXVZ4,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,19.474571228027344,DXVZ6,1,206,DXVZ5,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,22.385557413101196,DXVZ7,7,205,DXVZ6,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,22.634982109069824,DXVZ8,2,260,DXVZ7,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,17.759302139282227,DXVZ9,4,294,DXVZ8,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,14.9114408493042,DXVZ10,4,293,DXVZ9,DXVZ
meta-llama/Meta-Llama-3.1-8B-Instruct,81.73902201652527,VILI1,2,54,None,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,5.979695796966553,VILI2,6,83,VILI1,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,3.8373188972473145,VILI3,4,85,VILI2,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,75.98154258728027,VILI4,6,112,VILI3,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,17.13629651069641,VILI5,9,144,VILI4,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,22.15378713607788,VILI6,10,247,VILI5,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,21.765174865722656,VILI7,12,275,VILI6,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,38.36507248878479,VILI8,14,379,VILI7,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,32.01185059547424,VILI9,9,516,VILI8,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,40.08808135986328,VILI10,1,510,VILI9,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,40.323599338531494,VILI11,10,554,VILI10,VILI
meta-llama/Meta-Llama-3.1-8B-Instruct,13.48670220375061,JEOR1,3,35,None,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,2.772472620010376,JEOR2,4,59,JEOR1,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,77.67608046531677,JEOR3,8,120,JEOR2,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,73.32726097106934,JEOR4,5,116,JEOR3,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,73.33142328262329,JEOR5,5,139,JEOR4,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,14.20395278930664,JEOR6,14,169,JEOR5,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,69.3517279624939,JEOR7,1,212,JEOR6,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,65.85363578796387,JEOR8,10,211,JEOR7,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,65.28446984291077,JEOR9,14,280,JEOR8,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,27.609517574310303,JEOR10,10,279,JEOR9,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,57.80916905403137,JEOR11,5,32,JEOR10,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,78.86179423332214,JEOR12,10,198,JEOR11,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,65.02054524421692,JEOR13,10,298,JEOR12,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,56.617488622665405,JEOR14,10,322,JEOR13,JEOR
meta-llama/Meta-Llama-3.1-8B-Instruct,78.8104920387268,ZUJA1,3,60,None,ZUJA
meta-llama/Meta-Llama-3.1-8B-Instruct,75.65216612815857,ZUJA2,8,104,ZUJA1,ZUJA
meta-llama/Meta-Llama-3.1-8B-Instruct,72.04798436164856,ZUJA3,7,544,ZUJA2,ZUJA
meta-llama/Meta-Llama-3.1-8B-Instruct,34.594804525375366,ZUJA4,4,583,ZUJA3,ZUJA
meta-llama/Meta-Llama-3.1-8B-Instruct,32.541385650634766,ZUJA5,7,610,ZUJA4,ZUJA
meta-llama/Meta-Llama-3.1-8B-Instruct,80.30666470527649,FMSN1,5,103,None,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,5.737730264663696,FMSN2,8,136,FMSN1,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,71.26534080505371,FMSN3,3,137,FMSN2,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,29.35105061531067,FMSN4,13,194,FMSN3,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,65.55246067047119,FMSN5,5,189,FMSN4,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,18.333193063735962,FMSN6,12,205,FMSN5,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,63.865047216415405,FMSN7,6,231,FMSN6,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,25.000286102294922,FMSN8,12,232,FMSN7,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,21.910531759262085,FMSN9,1,288,FMSN8,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,57.734665870666504,FMSN10,13,525,FMSN9,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,37.06548738479614,FMSN11,8,581,FMSN10,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,33.19165825843811,FMSN12,11,273,FMSN11,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,12.64712405204773,FMSN13,4,302,FMSN12,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,55.92775249481201,FMSN14,1,301,FMSN13,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,22.294589519500732,FMSN15,6,349,FMSN14,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,21.697381496429443,FMSN16,1,308,FMSN15,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,35.391857862472534,FMSN17,1,554,FMSN16,FMSN
meta-llama/Meta-Llama-3.1-8B-Instruct,80.30667495727539,ABTA1,10,46,None,ABTA
meta-llama/Meta-Llama-3.1-8B-Instruct,5.904637098312378,ABTA2,8,66,ABTA1,ABTA
meta-llama/Meta-Llama-3.1-8B-Instruct,19.590895175933838,ABTA3,10,82,ABTA2,ABTA
meta-llama/Meta-Llama-3.1-8B-Instruct,73.85245847702026,ABTA4,12,151,ABTA3,ABTA
meta-llama/Meta-Llama-3.1-8B-Instruct,16.23811388015747,ABTA5,6,293,ABTA4,ABTA
meta-llama/Meta-Llama-3.1-8B-Instruct,42.318601846694946,ABTA6,14,258,ABTA5,ABTA
meta-llama/Meta-Llama-3.1-8B-Instruct,79.06048917770386,VMME1,4,41,None,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,9.057501077651978,VMME2,12,44,VMME1,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,6.338414907455444,VMME3,4,66,VMME2,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,13.676517248153687,VMME4,11,205,VMME3,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,10.730967044830322,VMME5,8,246,VMME4,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,61.74889087677002,VMME6,1,250,VMME5,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,61.1590633392334,VMME7,1,249,VMME6,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,17.943415880203247,VMME8,10,258,VMME7,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,59.763692140579224,VMME9,7,329,VMME8,VMME
meta-llama/Meta-Llama-3.1-8B-Instruct,78.14543652534485,EVAK1,7,294,None,EVAK
meta-llama/Meta-Llama-3.1-8B-Instruct,57.464720726013184,EVAK2,9,297,EVAK1,EVAK
meta-llama/Meta-Llama-3.1-8B-Instruct,56.572880029678345,EVAK3,11,478,EVAK2,EVAK
