folder_id,file,compiler,version,optimization,bin_min_size,bin_max_size,bin_mean_size
EVAK,EVAK1.c,gcc,9,-O0,16032,16032,16032.0
EVAK,EVAK1.c,gcc,9,-O1,16040,16040,16040.0
EVAK,EVAK1.c,gcc,9,-O2,16040,16040,16040.0
EVAK,EVAK1.c,gcc,9,-O3,16080,16080,16080.0
EVAK,EVAK1.c,gcc,9,-Os,16040,16040,16040.0
EVAK,EVAK1.c,gcc,9,-Ofast,17496,17496,17496.0
EVAK,EVAK1.c,gcc,10,-O0,16032,16032,16032.0
EVAK,EVAK1.c,gcc,10,-O1,16040,16040,16040.0
EVAK,EVAK1.c,gcc,10,-O2,16080,16080,16080.0
EVAK,EVAK1.c,gcc,10,-O3,16080,16080,16080.0
EVAK,EVAK1.c,gcc,10,-Os,16040,16040,16040.0
EVAK,EVAK1.c,gcc,10,-Ofast,17504,17504,17504.0
EVAK,EVAK1.c,gcc,11,-O0,16032,16032,16032.0
EVAK,EVAK1.c,gcc,11,-O1,16040,16040,16040.0
EVAK,EVAK1.c,gcc,11,-O2,16080,16080,16080.0
EVAK,EVAK1.c,gcc,11,-O3,16080,16080,16080.0
EVAK,EVAK1.c,gcc,11,-Os,16040,16040,16040.0
EVAK,EVAK1.c,gcc,11,-Ofast,17592,17592,17592.0
EVAK,EVAK1.c,gcc,12,-O0,16032,16032,16032.0
EVAK,EVAK1.c,gcc,12,-O1,16040,16040,16040.0
EVAK,EVAK1.c,gcc,12,-O2,16080,16080,16080.0
EVAK,EVAK1.c,gcc,12,-O3,16080,16080,16080.0
EVAK,EVAK1.c,gcc,12,-Os,16040,16040,16040.0
EVAK,EVAK1.c,gcc,12,-Ofast,17592,17592,17592.0
EVAK,EVAK2.c,gcc,9,-O0,16032,16032,16032.0
EVAK,EVAK2.c,gcc,9,-O1,16040,16040,16040.0
EVAK,EVAK2.c,gcc,9,-O2,16040,16040,16040.0
EVAK,EVAK2.c,gcc,9,-O3,16080,16080,16080.0
EVAK,EVAK2.c,gcc,9,-Os,16040,16040,16040.0
EVAK,EVAK2.c,gcc,9,-Ofast,17496,17496,17496.0
EVAK,EVAK2.c,gcc,10,-O0,16032,16032,16032.0
EVAK,EVAK2.c,gcc,10,-O1,16040,16040,16040.0
EVAK,EVAK2.c,gcc,10,-O2,16080,16080,16080.0
EVAK,EVAK2.c,gcc,10,-O3,16080,16080,16080.0
EVAK,EVAK2.c,gcc,10,-Os,16040,16040,16040.0
EVAK,EVAK2.c,gcc,10,-Ofast,17504,17504,17504.0
EVAK,EVAK2.c,gcc,11,-O0,16032,16032,16032.0
EVAK,EVAK2.c,gcc,11,-O1,16040,16040,16040.0
EVAK,EVAK2.c,gcc,11,-O2,16080,16080,16080.0
EVAK,EVAK2.c,gcc,11,-O3,16080,16080,16080.0
EVAK,EVAK2.c,gcc,11,-Os,16040,16040,16040.0
EVAK,EVAK2.c,gcc,11,-Ofast,17592,17592,17592.0
EVAK,EVAK2.c,gcc,12,-O0,16032,16032,16032.0
EVAK,EVAK2.c,gcc,12,-O1,16040,16040,16040.0
EVAK,EVAK2.c,gcc,12,-O2,16080,16080,16080.0
EVAK,EVAK2.c,gcc,12,-O3,16080,16080,16080.0
EVAK,EVAK2.c,gcc,12,-Os,16040,16040,16040.0
EVAK,EVAK2.c,gcc,12,-Ofast,17592,17592,17592.0
EVAK,EVAK5.c,gcc,9,-O0,16032,16032,16032.0
EVAK,EVAK5.c,gcc,9,-O1,16040,16040,16040.0
EVAK,EVAK5.c,gcc,9,-O2,16040,16040,16040.0
EVAK,EVAK5.c,gcc,9,-O3,16080,16080,16080.0
EVAK,EVAK5.c,gcc,9,-Os,16040,16040,16040.0
EVAK,EVAK5.c,gcc,9,-Ofast,17496,17496,17496.0
EVAK,EVAK5.c,gcc,10,-O0,16032,16032,16032.0
EVAK,EVAK5.c,gcc,10,-O1,16040,16040,16040.0
EVAK,EVAK5.c,gcc,10,-O2,16080,16080,16080.0
EVAK,EVAK5.c,gcc,10,-O3,16080,16080,16080.0
EVAK,EVAK5.c,gcc,10,-Os,16040,16040,16040.0
EVAK,EVAK5.c,gcc,10,-Ofast,17504,17504,17504.0
EVAK,EVAK5.c,gcc,11,-O0,16032,16032,16032.0
EVAK,EVAK5.c,gcc,11,-O1,16040,16040,16040.0
EVAK,EVAK5.c,gcc,11,-O2,16080,16080,16080.0
EVAK,EVAK5.c,gcc,11,-O3,16080,16080,16080.0
EVAK,EVAK5.c,gcc,11,-Os,16040,16040,16040.0
EVAK,EVAK5.c,gcc,11,-Ofast,17592,17592,17592.0
EVAK,EVAK5.c,gcc,12,-O0,16032,16032,16032.0
EVAK,EVAK5.c,gcc,12,-O1,16040,16040,16040.0
EVAK,EVAK5.c,gcc,12,-O2,16080,16080,16080.0
EVAK,EVAK5.c,gcc,12,-O3,16080,16080,16080.0
EVAK,EVAK5.c,gcc,12,-Os,16040,16040,16040.0
EVAK,EVAK5.c,gcc,12,-Ofast,17592,17592,17592.0
EVAK,EVAK6.c,gcc,9,-O0,16032,16032,16032.0
EVAK,EVAK6.c,gcc,9,-O1,16040,16040,16040.0
EVAK,EVAK6.c,gcc,9,-O2,16040,16040,16040.0
EVAK,EVAK6.c,gcc,9,-O3,16080,16080,16080.0
EVAK,EVAK6.c,gcc,9,-Os,16040,16040,16040.0
EVAK,EVAK6.c,gcc,9,-Ofast,17496,17496,17496.0
EVAK,EVAK6.c,gcc,10,-O0,16032,16032,16032.0
EVAK,EVAK6.c,gcc,10,-O1,16040,16040,16040.0
EVAK,EVAK6.c,gcc,10,-O2,16080,16080,16080.0
EVAK,EVAK6.c,gcc,10,-O3,16080,16080,16080.0
EVAK,EVAK6.c,gcc,10,-Os,16040,16040,16040.0
EVAK,EVAK6.c,gcc,10,-Ofast,17504,17504,17504.0
EVAK,EVAK6.c,gcc,11,-O0,16032,16032,16032.0
EVAK,EVAK6.c,gcc,11,-O1,16040,16040,16040.0
EVAK,EVAK6.c,gcc,11,-O2,16080,16080,16080.0
EVAK,EVAK6.c,gcc,11,-O3,16080,16080,16080.0
EVAK,EVAK6.c,gcc,11,-Os,16040,16040,16040.0
EVAK,EVAK6.c,gcc,11,-Ofast,17592,17592,17592.0
EVAK,EVAK6.c,gcc,12,-O0,16032,16032,16032.0
