model_name,seconds,code_name,caracteristcs,length,previous_code,folder_id
meta-llama/Meta-Llama-3.1-8B-Instruct,5.41881537437439,SXKC5,5,127,SXKC4,SXKC
meta-llama/Meta-Llama-3.1-8B-Instruct,16.07656478881836,GASH1,4,40,,GASH
meta-llama/Meta-Llama-3.1-8B-Instruct,7.321901321411133,GASH2,6,53,GASH1,GASH
meta-llama/Meta-Llama-3.1-8B-Instruct,11.518418550491331,GASH3,11,52,GASH2,GASH
meta-llama/Meta-Llama-3.1-8B-Instruct,13.355490684509276,GASH4,7,99,GASH3,GASH
meta-llama/Meta-Llama-3.1-8B-Instruct,16.077815294265747,EHST1,2,100,,EHST
meta-llama/Meta-Llama-3.1-8B-Instruct,9.481794357299805,EHST2,14,107,EHST1,EHST
meta-llama/Meta-Llama-3.1-8B-Instruct,13.511887311935425,ULVT1,4,46,,ULVT
meta-llama/Meta-Llama-3.1-8B-Instruct,13.967742681503296,ULVT2,10,70,ULVT1,ULVT
meta-llama/Meta-Llama-3.1-8B-Instruct,11.82780623435974,ULVT3,4,11,ULVT2,ULVT
meta-llama/Meta-Llama-3.1-8B-Instruct,16.508547067642212,ULVT4,14,18,ULVT3,ULVT
meta-llama/Meta-Llama-3.1-8B-Instruct,16.23724913597107,ULVT5,5,66,ULVT4,ULVT
meta-llama/Meta-Llama-3.1-8B-Instruct,16.690614223480225,RJKR1,9,70,,RJKR
meta-llama/Meta-Llama-3.1-8B-Instruct,12.25246286392212,RJKR2,11,68,RJKR1,RJKR
meta-llama/Meta-Llama-3.1-8B-Instruct,12.449862957000732,RJKR3,12,72,RJKR2,RJKR
meta-llama/Meta-Llama-3.1-8B-Instruct,4.279066562652588,RJKR4,4,92,RJKR3,RJKR
meta-llama/Meta-Llama-3.1-8B-Instruct,16.465024709701538,HRSF1,13,25,,HRSF
meta-llama/Meta-Llama-3.1-8B-Instruct,10.048539876937866,HRSF2,8,51,HRSF1,HRSF
meta-llama/Meta-Llama-3.1-8B-Instruct,13.735621452331545,HRSF3,3,79,HRSF2,HRSF
meta-llama/Meta-Llama-3.1-8B-Instruct,16.353934288024902,GXVP1,3,32,,GXVP
meta-llama/Meta-Llama-3.1-8B-Instruct,15.089810609817505,GXVP2,1,49,GXVP1,GXVP
meta-llama/Meta-Llama-3.1-8B-Instruct,13.790111541748049,GXVP3,9,59,GXVP2,GXVP
meta-llama/Meta-Llama-3.1-8B-Instruct,10.660396575927734,GXVP4,2,68,GXVP3,GXVP
meta-llama/Meta-Llama-3.1-8B-Instruct,8.327445268630981,GXVP5,6,82,GXVP4,GXVP
meta-llama/Meta-Llama-3.1-8B-Instruct,9.07841420173645,OOKI3,14,112,OOKI2,OOKI
meta-llama/Meta-Llama-3.1-8B-Instruct,10.46141505241394,MPMR4,14,99,MPMR3,MPMR
meta-llama/Meta-Llama-3.1-8B-Instruct,10.7176411151886,TMZT3,14,94,TMZT2,TMZT
meta-llama/Meta-Llama-3.1-8B-Instruct,9.658923864364624,WYWQ4,5,93,WYWQ3,WYWQ
meta-llama/Meta-Llama-3.1-8B-Instruct,12.125173330307009,XKYG3,8,128,XKYG2,XKYG
